EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,Begin_Year,Begin_Month,Begin_Day,BEGIN_TIME,TOR_F_SCALE,Intensity_EF,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,CZ_TIMEZONE,INJURIES_INDIRECT,DEATHS_INDIRECT,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
10320748,HANCOCK, HENDERSON AND WARREN CO.,1995,5,14,0,F4,4,0,7,10000000,IL, ,0, ,50,1000,2,S, ,5/13/1995,1615, , , ,
10010014,COOK CO., ,1967,4,21,1724,F4,4,33,500,25000000,0,CST,0,0,15,200,0, ,0,4/21/1967,1724,41.67,-87.83,41.73,-87.55
10003586,WILL CO., ,1990,8,28,1437,F5,5,29,350,250000000,0,CST,0,0,11.2,600,0, ,0,8/28/1990,1437,41.63,-88.25,41.52,-88.1
10009998,BOONE CO., ,1967,4,21,1550,F4,4,24,410,250000,0,CST,0,0,11.5,1200,0, ,0,4/21/1967,1550,42.22,-88.92,42.28,-88.7
10008665,JACKSON CO., ,1957,12,18,1645,F4,4,11,180,2500000,0,CST,0,0,19.5,300,0, ,0,12/18/1957,1645,37.7,-89.48,37.83,-89.17
10005666,WILLIAMSON CO., ,1982,5,29,1405,F4,4,10,181,250000000,0,CST,0,0,17,400,0, ,0,5/29/1982,1405,37.8,-89.13,37.72,-88.83
5390599,LA SALLE CO.,PERU,2004,4,20,1653,F3,3,8,7,0,0,CST,0,0,9,250,3,SW,1,4/20/2004,1709,41.3,-89.18,41.33,-89.02
359691,SALINE CO.,CARRIERS MILLS,2012,2,29,451,EF4,4,8,95,2000000,0,CST-6,0,0,15.93,325,1,N,1,2/29/2012,504,37.6945,-88.65,37.771,-88.3751
10010874,ST. CLAIR CO., ,1956,2,25,25,F4,4,6,20,2500000,0,CST,0,0,31.6,500,0, ,0,2/25/1956,25,38.5,-90.27,38.62,-89.7
10011055,MCHENRY CO., ,1965,4,11,1520,F4,4,6,75,0,0,CST,0,0,9.1,400,0, ,0,4/11/1965,1520,42.22,-88.38,42.28,-88.22
10005480,SHELBY CO., ,1977,8,21,1200,F3,3,6,56,2500000,0,CST,0,0,11.2,77,0, ,0,8/21/1977,1200,39.43,-88.65,39.35,-88.47
10007753,DE WITT CO., ,1968,5,15,1600,F1,1,4,50,2500000,0,CST,0,0,25.4,1000,0, ,0,5/15/1968,1600,40.23,-89.13,40.23,-88.65
10007757,ST. CLAIR CO., ,1968,5,15,2045,F3,3,4,60,250000,0,CST,0,0,2,200,0, ,0,5/15/1968,2045,38.4,-89.9, , 
10010159,POPE CO., ,1972,4,21,1720,F3,3,3,0,25000,0,CST,0,0,0.3,60,0, ,0,4/21/1972,1720,37.55,-88.53, , 
483775,TAZEWELL CO.,MARQUETTE HGTS,2013,11,17,1059,EF4,4,3,121,910000000,0,CST-6,0,0,14.16,880,2,E,2,11/17/2013,1112,40.622,-89.5678,40.7482,-89.3549
480989,MASSAC CO.,BROOKPORT,2013,11,17,1420,EF3,3,3,33,5500000,0,CST-6,0,0,7.77,500,0,NW,3,11/17/2013,1426,37.1246,-88.6368,37.1225,-88.4958
10009719,BOND CO., ,1950,12,2,1600,F3,3,2,25,2500000,0,CST,0,0,13.3,200,0, ,0,12/2/1950,1600,38.8,-89.6,38.9,-89.38
10007489,MONTGOMERY CO., ,1956,4,28,2330,F1,1,2,0,25000,0,CST,0,0,4.7,33,0, ,0,4/28/1956,2330,39.2,-89.7,39.23,-89.62
10008638,SANGAMON CO., ,1957,6,14,1400,F4,4,2,50,2500000,0,CST,0,0,4.3,220,0, ,0,6/14/1957,1400,39.75,-89.7,39.77,-89.62
10007741,WILL CO., ,1965,11,12,1500,F2,2,2,90,25000000,0,CST,0,0,24.5,120,0, ,0,11/12/1965,1500,41.45,-88.25,41.57,-87.8
10010363,FULTON CO., ,1975,7,23,1645,F3,3,2,69,25000000,0,CST,0,0,14,2630,0, ,0,7/23/1975,1645,40.57,-90.18,40.53,-89.92
10006925,COOK CO., ,1976,3,12,1325,F2,2,2,41,2500000,0,CST,0,0,15.1,150,0, ,0,3/12/1976,1325,41.93,-87.9,42.1,-87.7
10003180,COOK CO., ,1976,6,13,1618,F4,4,2,23,2500000,0,CST,0,0,3.3,1760,0, ,0,6/13/1976,1618,41.67,-88,41.7,-87.93
10003451,CLINTON CO., ,1982,12,2,2110,F3,3,2,0,25000000,0,CST,0,0,10.5,100,0, ,0,12/2/1982,2110,38.52,-89.7,38.58,-89.6
10004581,EFFINGHAM CO., ,1983,5,1,2145,F0,0,2,0,250000,0,CST,0,0,0.2,30,0, ,0,5/1/1983,2145,38.93,-88.68, , 
5291920,MARION CO.,CENTRALIA,2002,5,9,111,F1,1,2,0,0,0,CST,0,0,0.5,100, , , ,5/9/2002,112,38.53,-89.13,38.53,-89.13
482450,WASHINGTON CO.,ADDIEVILLE,2013,11,17,1204,EF4,4,2,2,0,0,CST-6,0,0,10.59,200,2,NE,2,11/17/2013,1213,38.42,-89.45,38.48,-89.27
574338,DE KALB CO.,FAIRDALE,2015,4,9,1812,EF3,3,2,11,8000000,0,CST-6,0,0,4.83,700,1,SW,4,4/9/2015,1819,42.0947,-88.9392,42.1529,-88.8869
674614,LA SALLE CO.,UTICA AIRPARK ARPT,2017,2,28,1641,EF3,3,2,14,0,0,CST-6,0,0,11.5,800,3,E,2,2/28/2017,1659,41.3239,-88.9504,41.3597,-88.7352
10009717,MACOUPIN CO., ,1950,12,2,1515,F2,2,1,3,25000,0,CST,0,0,11.5,50,0, ,0,12/2/1950,1515,39,-89.92,39.07,-89.72
10009722,LOGAN CO., ,1951,6,27,2045,F3,3,1,15,2500000,0,CST,0,0,18.2,200,0, ,0,6/27/1951,2045,40.27,-89.47,40.27,-89.12
10009725,BUREAU CO., ,1951,12,6,1800,F3,3,1,1,250000,0,CST,0,0,21.9,150,0, ,0,12/6/1951,1800,41.33,-89.18,41.65,-89.12
10009733,VERMILION CO., ,1953,4,9,1745,F3,3,1,5,25000000,0,CST,0,0,19.2,150,0, ,0,4/9/1953,1745,40.23,-87.88,40.25,-87.52
10010593,KANKAKEE CO., ,1954,4,7,1516,F3,3,1,13,250000,0,CST,0,0,29.6,400,0, ,0,4/7/1954,1516,41,-88.22,41.25,-87.75
10008659,JEFFERSON CO., ,1957,12,18,1555,F4,4,1,45,2500000,0,CST,0,0,16.8,250,0, ,0,12/18/1957,1555,38.28,-89.08,38.35,-88.78
10008664,PERRY CO., ,1957,12,18,1635,F5,5,1,6,250000,0,CST,0,0,5.4,200,0, ,0,12/18/1957,1635,38.08,-89.25,38.1,-89.15
10009742,ST. CLAIR CO., ,1958,4,5,1420,F3,3,1,8,250000,0,CST,0,0,14.2,100,0, ,0,4/5/1958,1420,38.3,-89.87,38.45,-89.68
10010911,MCHENRY CO., ,1958,10,9,26,F2,2,1,0,2500000,0,CST,0,0,26.2,33,0, ,0,10/9/1958,26,42.42,-88.72,42.4,-88.2
10009817,WARREN CO., ,1959,9,26,1517,F2,2,1,0,250000,0,CST,0,0,4.9,300,0, ,0,9/26/1959,1517,40.9,-90.63,40.95,-90.55
10007400,COOK CO., ,1961,3,4,1704,F2,2,1,115,25000000,0,CST,0,0,7.9,100,0, ,0,3/4/1961,1704,41.9,-87.7,41.98,-87.58
10008774,JERSEY CO., ,1961,9,24,1700,F1,1,1,0,25000,0,CST,0,0,0,33,0, ,0,9/24/1961,1700,38.97,-90.52, , 
10008142,KANKAKEE CO., ,1963,4,17,1555,F4,4,1,50,2500000,0,CST,0,0,25.2,130,0, ,0,4/17/1963,1555,41.18,-88.1,41.13,-87.62
10008157,SANGAMON CO., ,1963,4,22,1730,F3,3,1,5,250000,0,CST,0,0,33.5,33,0, ,0,4/22/1963,1730,39.85,-89.85,39.85,-89.22
10008859,COOK CO., ,1966,6,9,520,F2,2,1,30,0,0,CST,0,0,2.5,33,0, ,0,6/9/1966,520,42.1,-87.93, , 
10009970,MASON CO., ,1967,1,24,1730,F3,3,1,3,25000,0,CST,0,0,5.1,80,0, ,0,1/24/1967,1730,40.12,-90.22,40.17,-90.13
10010012,LAKE CO., ,1967,4,21,1710,F4,4,1,97,2500000,0,CST,0,0,4.5,150,0, ,0,4/21/1967,1710,42.2,-88.2,42.22,-88.1
10011200,FRANKLIN CO., ,1971,4,27,1543,F3,3,1,20,2500000,0,CST,0,0,4.5,200,0, ,0,4/27/1971,1543,37.9,-89.8,37.9,-89.72
10010123,OGLE CO., ,1972,4,6,1845,F2,2,1,3,250000,0,CST,0,0,10.9,50,0, ,0,4/6/1972,1845,42.05,-89.6,41.9,-89.52
10010128,WILL CO., ,1972,4,6,2010,F2,2,1,22,250000,0,CST,0,0,6.8,50,0, ,0,4/6/1972,2010,41.53,-88.2,41.57,-88.07
10008462,MACON CO., ,1974,4,3,1330,F3,3,1,26,2500000,0,CST,0,0,18.2,350,0, ,0,4/3/1974,1330,39.72,-89.13,39.93,-88.93
10009052,CHAMPAIGN CO., ,1974,4,3,1448,F3,3,1,0,250000,0,CST,0,0,5.9,70,0, ,0,4/3/1974,1448,39.98,-88.23,40.03,-88.13
10003284,WILL CO., ,1978,6,25,1210,F1,1,1,0,250000,0,CST,0,0,0,17,0, ,0,6/25/1978,1210,41.27,-88.07,41.25,-88.02
10003399,SCHUYLER CO., ,1981,6,21,1956,F3,3,1,12,2500000,0,CST,0,0,8.8,880,0, ,0,6/21/1981,1956,40.23,-90.63,40.2,-90.47
10004532,JEFFERSON CO., ,1982,3,30,2030,F2,2,1,3,2500000,0,CST,0,0,0.8,100,0, ,0,3/30/1982,2030,38.15,-88.9, , 
10004418,WILL CO., ,1984,4,27,1750,F3,3,1,5,2500000,0,CST,0,0,4,200,0, ,0,4/27/1984,1750,41.58,-88.25,41.62,-88.18
10006638,RANDOLPH CO., ,1985,4,5,458,F2,2,1,3,250000,0,CST,0,0,1.8,50,0, ,0,4/5/1985,458,38.22,-89.7, , 
10005779,EDWARDS CO., ,1990,6,2,1749,F4,4,1,0,2500000,0,CST,0,0,11.6,300,0, ,0,6/2/1990,1749,38.32,-88.15,38.38,-87.98
5543905,CHAMPAIGN CO.,OGDEN,1996,4,19,1955,F3,3,1,13,0,0,CST,0,0,2,1500,1,SW,1,4/19/1996,1958,40.12,-87.95,40.13,-87.95
5695283,CASS CO.,ASHLAND,1999,4,8,1950,F1,1,1,6,1750000,0,CST,0,0,2.2,333,1,SW,1,4/8/1999,1953,39.87,-90.03,39.9,-90
5695385,PIATT CO.,CISCO,1999,4,8,2135,F1,1,1,3,150000,0,CST,0,0,3.5,100,3,N,6,4/8/1999,2138,40.07,-88.73,40.1,-88.68
5705242,MONTGOMERY CO.,RAYMOND,1999,6,1,1758,F3,3,1,4,0,0,CST,0,0,10,200,6,W,6,6/1/1999,1810,39.32,-89.67,39.43,-89.53
5293473,WAYNE CO.,WAYNE CITY,2002,4,21,1451,F3,3,1,42,4000000,0,CST,0,0,30,500,6,W, ,4/21/2002,1530,38.35,-88.7,38.35,-88.15
5292486,UNION CO.,DONGOLA,2002,4,28,18,F3,3,1,8,5000000,0,CST,0,0,16,400,9,W,7,4/28/2002,35,37.37,-89.33,37.37,-89.03
5352326,PULASKI CO.,GRAND CHAIN,2003,5,6,2032,F4,4,1,13,3500000,0,CST,0,0,6,1000,1,W,5,5/6/2003,2040,37.25,-89.03,37.25,-88.93
5352429,MASSAC CO.,HILLERMAN,2003,5,6,2040,F4,4,1,20,10000000,0,CST,0,0,14,1000,2,W,5,5/6/2003,2114,37.23,-88.93,37.32,-88.7
5400995,SCOTT CO.,WINCHESTER,2004,5,24,2219,F1,1,1,1,0,0,CST,0,0,7.3,100,6,WSW,1,5/24/2004,2226,39.6,-90.57,39.65,-90.47
5501074,ST. CLAIR CO.,FAIRVIEW HGTS,2006,4,2,1615,F2,2,1,11,0,0,CST,0,0,7,100, , ,4,4/2/2006,1623,38.57,-90,38.6,-89.95
226101,LIVINGSTON CO.,SUNBURY,2010,6,5,2012,EF2,2,1,13,3000000,0,CST-6,0,0,5.96,300,1,SSE,1,6/5/2010,2025,41.0876,-88.5213,41.0867,-88.4068
374200,JEFFERSON CO.,SHIRLEY,2012,3,23,1226,EF2,2,1,2,150000,0,CST-6,0,0,2.58,100,1,ESE,1,3/23/2012,1230,38.273,-88.814,38.3064,-88.7929
677523,WHITE CO.,CARMI MUNI ARPT,2017,2,28,2155,EF3,3,1,1,2000000,0,CST-6,0,0,9.56,420,3,NE,4,2/28/2017,2208,38.137,-88.1148,38.1797,-87.9474
10009710,MADISON CO., ,1950,1,3,1110,F3,3,0,0,250000,0,CST,0,0,3.3,100,0, ,0,1/3/1950,1110,38.82,-90.1,38.83,-90.03
10009711,MONTGOMERY CO., ,1950,1,3,1155,F3,3,0,3,250000,0,CST,0,0,3.6,130,0, ,0,1/3/1950,1155,39.1,-89.3,39.12,-89.23
10009712,KANKAKEE CO., ,1950,1,25,2100,F2,2,0,0,250000,0,CST,0,0,0,100,0, ,0,1/25/1950,2100,41.17,-87.33, , 
10009713,MCLEAN CO., ,1950,3,27,1630,F2,2,0,0,2500,0,CST,0,0,3,50,0, ,0,3/27/1950,1630,40.57,-88.6,40.6,-88.55
10009714,CARROLL CO., ,1950,6,13,300,F1,1,0,0,25000,0,CST,0,0,0,33,0, ,0,6/13/1950,300,41.95,-89.77, , 
10009715,LIVINGSTON CO., ,1950,7,16,2215,F1,1,0,0,25000,0,CST,0,0,1,33,0, ,0,7/16/1950,2215,41.08,-88.43, , 
10009716,MADISON CO., ,1950,12,2,1500,F2,2,0,0,25000,0,CST,0,0,7.3,50,0, ,0,12/2/1950,1500,38.97,-90.05,39,-89.92
10009718,MADISON CO., ,1950,12,2,1600,F3,3,0,0,2500000,0,CST,0,0,4.7,200,0, ,0,12/2/1950,1600,38.75,-89.67,38.8,-89.6
10009720,RANDOLPH CO., ,1950,12,2,1730,F1,1,0,0,25000,0,CST,0,0,9.6,50,0, ,0,12/2/1950,1730,38.17,-89.78,38.22,-89.62
10009721,LOGAN CO., ,1951,6,27,1930,F3,3,0,35,2500000,0,CST,0,0,9.6,300,0, ,0,6/27/1951,1930,39.95,-89.17,39.95,-88.98
10009723,MASON CO., ,1951,11,13,1315,F2,2,0,0,25000,0,CST,0,0,47.4,50,0, ,0,11/13/1951,1315,40.2,-89.72,40.6,-88.98
10009724,JACKSON CO., ,1951,11,13,1450,F2,2,0,7,250000,0,CST,0,0,7.1,250,0, ,0,11/13/1951,1450,37.9,-89.53,37.97,-89.43
10009726,GREENE CO., ,1952,3,18,1807,F1,1,0,1,25000,0,CST,0,0,3,10,0, ,0,3/18/1952,1807,39.18,-90.37,39.22,-90.32
10009727,RANDOLPH CO., ,1952,3,18,1821,F2,2,0,0,250000,0,CST,0,0,4.9,100,0, ,0,3/18/1952,1821,38.1,-89.93,38.15,-89.87
10009728,ST. CLAIR CO., ,1952,5,24,1750,F1,1,0,0,25000,0,CST,0,0,0,33,0, ,0,5/24/1952,1750,39.5,-90.02, , 
10009729,MERCER CO., ,1952,7,17,1700,F1,1,0,0,2500,0,CST,0,0,0,33,0, ,0,7/17/1952,1700,41.1,-90.78, , 
10009730,WASHINGTON CO., ,1953,3,14,2015,F2,2,0,0,250000,0,CST,0,0,42.3,200,0, ,0,3/14/1953,2015,38.4,-89.47,38.62,-88.73
10009731,LOGAN CO., ,1953,4,9,1615,F2,2,0,3,25000,0,CST,0,0,6.5,30,0, ,0,4/9/1953,1615,40.12,-89.45,40.18,-89.35
10009732,CHAMPAIGN CO., ,1953,4,9,1715,F3,3,0,5,25000000,0,CST,0,0,17.8,150,0, ,0,4/9/1953,1715,40.18,-88.22,40.23,-87.88
10009734,MCLEAN CO., ,1953,7,5,2100,F0,0,0,0,0,0,CST,0,0,0,33,0, ,0,7/5/1953,2100,40.4,-88.87, , 
10009735,SANGAMON CO., ,1954,3,12,1800,F1,1,0,0,250000,0,CST,0,0,19.7,33,0, ,0,3/12/1954,1800,39.88,-89.92,39.98,-89.57
10009736,LOGAN CO., ,1954,3,12,1840,F1,1,0,3,250000,0,CST,0,0,18.9,33,0, ,0,3/12/1954,1840,39.98,-89.57,40.18,-89.32
10009737,LIVINGSTON CO., ,1954,4,7,1500,F3,3,0,0,250000,0,CST,0,0,13,400,0, ,0,4/7/1954,1500,40.88,-88.42,41,-88.22
10010807,KENDALL CO., ,1954,5,27,1830,F2,2,0,0,25000,0,CST,0,0,7.9,200,0, ,0,5/27/1954,1830,41.77,-88.33,41.85,-88.22
10010808,WOODFORD CO., ,1954,5,28,1815,F1,1,0,0,25000,0,CST,0,0,0.1,3,0, ,0,5/28/1954,1815,40.77,-89.32, , 
10010809,IROQUOIS CO., ,1954,5,31,1515,F2,2,0,2,250000,0,CST,0,0,24.2,400,0, ,0,5/31/1954,1515,40.67,-88.1,40.88,-87.73
10010810,FAYETTE CO., ,1954,7,21,1845,F2,2,0,1,250000,0,CST,0,0,26.1,200,0, ,0,7/21/1954,1845,38.87,-89.22,39.17,-88.92
10010811,COOK CO., ,1954,10,10,1600,F1,1,0,0,25000,0,CST,0,0,1.5,50,0, ,0,10/10/1954,1600,41.57,-87.67, , 
10010816,UNION CO., ,1955,3,4,2130,F1,1,0,0,0,0,CST,0,0,0.5,50,0, ,0,3/4/1955,2130,37.47,-89.23, , 
10010819,CARROLL CO., ,1955,4,18,1845,F2,2,0,0,0,0,CST,0,0,9,77,0, ,0,4/18/1955,1845,42.17,-89.92,42.17,-89.73
10010821,ADAMS CO., ,1955,4,23,200,F2,2,0,0,250000,0,CST,0,0,14.8,33,0, ,0,4/23/1955,200,40.05,-90.93,39.95,-90.68
10010822,HANCOCK CO., ,1955,4,23,1930,F1,1,0,0,2500,0,CST,0,0,8,33,0, ,0,4/23/1955,1930,40.6,-91.12,40.68,-91
10010824,KANE CO., ,1955,4,28,2100,F1,1,0,0,2500000,0,CST,0,0,1.3,33,0, ,0,4/28/1955,2100,41.9,-88.32,41.9,-88.27
10010825,DU PAGE CO., ,1955,4,28,2105,F1,1,0,3,2500000,0,CST,0,0,9.1,33,0, ,0,4/28/1955,2105,41.9,-88.27,41.9,-88.08
10010826,ADAMS CO., ,1955,5,26,1150,F2,2,0,0,25000,0,CST,0,0,1.5,500,0, ,0,5/26/1955,1150,40.03,-91.15, , 
10010830,TAZEWELL CO., ,1955,5,26,1449,F2,2,0,1,250000,0,CST,0,0,1.5,100,0, ,0,5/26/1955,1449,40.55,-89.62, , 
10010831,COOK CO., ,1955,5,26,1600,F1,1,0,2,250000,0,CST,0,0,1.5,100,0, ,0,5/26/1955,1600,41.75,-87.75, , 
10010832,KANKAKEE CO., ,1955,5,26,1630,F1,1,0,0,250000,0,CST,0,0,18.7,400,0, ,0,5/26/1955,1630,41.22,-87.98,41.35,-87.67
10010841,DE WITT CO., ,1955,8,21,1815,F1,1,0,0,25000,0,CST,0,0,2,500,0, ,0,8/21/1955,1815,40.13,-88.97, , 
10010842,CHAMPAIGN CO., ,1955,8,29,1730,F0,0,0,0,0,0,CST,0,0,0,33,0, ,0,8/29/1955,1730,40.33,-88.13, , 
10010843,CHAMPAIGN CO., ,1955,8,29,1730,F0,0,0,0,0,0,CST,0,0,0,33,0, ,0,8/29/1955,1730,40.33,-88.13, , 
10010844,SCOTT CO., ,1955,8,29,1800,F2,2,0,2,250000,0,CST,0,0,11.5,100,0, ,0,8/29/1955,1800,39.62,-90.4,39.75,-90.27
10010850,ST. CLAIR CO., ,1955,10,6,1645,F1,1,0,0,250000,0,CST,0,0,5.9,50,0, ,0,10/6/1955,1645,38.62,-90.12,38.67,-90.02
10010851,MADISON CO., ,1955,10,6,1700,F1,1,0,2,250000,0,CST,0,0,9.1,50,0, ,0,10/6/1955,1700,38.67,-90.02,38.73,-89.87
10010852,ST. CLAIR CO., ,1955,10,6,1705,F1,1,0,0,25000,0,CST,0,0,0,33,0, ,0,10/6/1955,1705,38.5,-90, , 
10010853,WASHINGTON CO., ,1955,10,6,1715,F1,1,0,0,25000,0,CST,0,0,10.5,10,0, ,0,10/6/1955,1715,38.43,-89.55,38.35,-89.38
10010854,SHELBY CO., ,1955,10,6,1900,F2,2,0,0,2500,0,CST,0,0,1,33,0, ,0,10/6/1955,1900,39.27,-88.5, , 
10010856,CHAMPAIGN CO., ,1955,11,15,1500,F1,1,0,0,0,0,CST,0,0,0,33,0, ,0,11/15/1955,1500,39.9,-88.07, , 
10010857,RANDOLPH CO., ,1955,11,15,1530,F1,1,0,0,0,0,CST,0,0,4.5,880,0, ,0,11/15/1955,1530,38.07,-89.77,38.08,-89.68
10010859,MONTGOMERY CO., ,1955,11,15,1535,F1,1,0,0,25000,0,CST,0,0,0,33,0, ,0,11/15/1955,1535,39.15,-89.45, , 
10010864,CHRISTIAN CO., ,1955,11,15,1645,F1,1,0,0,0,0,CST,0,0,0,33,0, ,0,11/15/1955,1645,39.38,-89.1, , 
10010866,VERMILION CO., ,1955,11,15,1700,F0,0,0,0,250,0,CST,0,0,0.2,33,0, ,0,11/15/1955,1700,39.98,-87.77, , 
10010871,UNION CO., ,1955,11,16,220,F2,2,0,0,250000,0,CST,0,0,4.5,150,0, ,0,11/16/1955,220,37.43,-89.27,37.45,-89.18
10010872,BROWN CO., ,1955,12,3,1600,F1,1,0,0,25000,0,CST,0,0,12.5,100,0, ,0,12/3/1955,1600,40.05,-90.68,40.02,-90.45
10010873,LA SALLE CO., ,1955,12,3,2000,F2,2,0,0,30,0,CST,0,0,32,33,0, ,0,12/3/1955,2000,40.95,-88.95,41.18,-88.42
10010875,CLINTON CO., ,1956,2,25,115,F4,4,0,0,2500000,0,CST,0,0,9.7,500,0, ,0,2/25/1956,115,38.62,-89.7,38.62,-89.52
10007255,RICHLAND CO., ,1956,2,25,213,F2,2,0,0,2500000,0,CST,0,0,8.8,450,0, ,0,2/25/1956,213,38.73,-88.08,38.75,-87.92
10007256,LAWRENCE CO., ,1956,2,25,233,F2,2,0,2,2500000,0,CST,0,0,14.6,450,0, ,0,2/25/1956,233,38.75,-87.92,38.8,-87.65
10007471,MCLEAN CO., ,1956,3,6,1645,F2,2,0,0,25000,0,CST,0,0,2.3,200,0, ,0,3/6/1956,1645,40.63,-88.77,40.63,-88.7
10007473,IROQUOIS CO., ,1956,3,6,1755,F3,3,0,6,250000,0,CST,0,0,9.4,500,0, ,0,3/6/1956,1755,40.63,-88,40.73,-87.87
10007475,COOK CO., ,1956,4,2,130,F1,1,0,0,250000,0,CST,0,0,2,10,0, ,0,4/2/1956,130,42.07,-87.73, , 
10007476,LAWRENCE CO., ,1956,4,3,1430,F2,2,0,0,25000,0,CST,0,0,3.3,33,0, ,0,4/3/1956,1430,38.73,-87.68,38.77,-87.63
10007478,FORD CO., ,1956,4,3,1600,F2,2,0,0,25000,0,CST,0,0,2,50,0, ,0,4/3/1956,1600,40.92,-88.2, , 
10007479,DE WITT CO., ,1956,4,3,1608,F2,2,0,0,25000,0,CST,0,0,9.5,40,0, ,0,4/3/1956,1608,40.1,-88.78,40.13,-88.6
10007480,MOULTRIE CO., ,1956,4,3,1700,F1,1,0,0,25000,0,CST,0,0,4.5,100,0, ,0,4/3/1956,1700,39.65,-88.5,39.68,-88.42
10007483,HENRY CO., ,1956,4,26,2115,F2,2,0,0,250000,0,CST,0,0,10.9,33,0, ,0,4/26/1956,2115,41.48,-90.37,41.48,-90.15
10007486,BUREAU CO., ,1956,4,27,1920,F1,1,0,0,25000,0,CST,0,0,14.4,500,0, ,0,4/27/1956,1920,41.48,-89.27,41.48,-88.98
10007487,BUREAU CO., ,1956,4,27,1940,F1,1,0,0,25000,0,CST,0,0,14.4,500,0, ,0,4/27/1956,1940,41.47,-89.27,41.47,-88.98
10007488,BROWN CO., ,1956,4,27,2210,F2,2,0,0,25000,0,CST,0,0,4.9,900,0, ,0,4/27/1956,2210,39.98,-90.78,39.98,-90.68
10007490,MACON CO., ,1956,4,29,5,F1,1,0,0,25000,0,CST,0,0,2.3,33,0, ,0,4/29/1956,5,39.72,-89.13,39.75,-89.1
10007492,WASHINGTON CO., ,1956,4,29,100,F1,1,0,0,25000,0,CST,0,0,21.9,33,0, ,0,4/29/1956,100,38.35,-89.22,38.55,-88.9
10007494,JO DAVIESS CO., ,1956,5,16,1730,F1,1,0,0,25000,0,CST,0,0,3.3,80,0, ,0,5/16/1956,1730,42.37,-90.1,42.37,-90.02
10007495,IROQUOIS CO., ,1956,5,21,2145,F2,2,0,0,25000,0,CST,0,0,2,70,0, ,0,5/21/1956,2145,40.72,-88.02, , 
10007499,CARROLL CO., ,1956,6,17,530,F1,1,0,0,25000,0,CST,0,0,2,33,0, ,0,6/17/1956,530,42,-90.1, , 
10007502,PIKE CO., ,1956,6,19,2000,F2,2,0,0,25000,0,CST,0,0,14,33,0, ,0,6/19/1956,2000,39.7,-91.03,39.6,-90.8
10007515,FORD CO., ,1956,8,12,2220,F1,1,0,0,25000,0,CST,0,0,12.5,30,0, ,0,8/12/1956,2220,40.77,-88.22,40.72,-87.98
10007516,TAZEWELL CO., ,1956,8,13,115,F3,3,0,0,25000,0,CST,0,0,3.8,27,0, ,0,8/13/1956,115,40.7,-89.5,40.68,-89.42
10007518,RICHLAND CO., ,1956,8,18,800,F1,1,0,0,25000,0,CST,0,0,37.1,33,0, ,0,8/18/1956,800,38.72,-88.12,38.9,-87.47
10007522,KANE CO., ,1956,8,23,1400,F1,1,0,3,25000,0,CST,0,0,0,40,0, ,0,8/23/1956,1400,41.92,-88.32, , 
10007523,KANE CO., ,1956,8,23,1400,F2,2,0,0,25000,0,CST,0,0,0,40,0, ,0,8/23/1956,1400,42.03,-88.28, , 
10007524,COOK CO., ,1956,8,23,1440,F2,2,0,3,250000,0,CST,0,0,0,40,0, ,0,8/23/1956,1440,41.58,-87.78, , 
10007526,LEE CO., ,1956,8,30,2300,F2,2,0,0,2500,0,CST,0,0,0,17,0, ,0,8/30/1956,2300,41.8,-89.5, , 
10007528,ST. CLAIR CO., ,1956,9,15,230,F2,2,0,0,25000,0,CST,0,0,1,400,0, ,0,9/15/1956,230,38.45,-90.1, , 
10007529,SCHUYLER CO., ,1957,3,14,1400,F2,2,0,0,25000,0,CST,0,0,2.3,33,0, ,0,3/14/1957,1400,40.1,-90.58,40.13,-90.53
10007532,MASON CO., ,1957,3,14,1455,F2,2,0,0,25000,0,CST,0,0,0,100,0, ,0,3/14/1957,1455,40.2,-89.7, , 
10007534,LOGAN CO., ,1957,3,14,1510,F2,2,0,0,25000,0,CST,0,0,0,33,0, ,0,3/14/1957,1510,39.97,-89.17, , 
10007535,LIVINGSTON CO., ,1957,3,14,1620,F1,1,0,0,25000,0,CST,0,0,6.8,30,0, ,0,3/14/1957,1620,40.82,-88.45,40.9,-88.37
10007536,LAKE CO., ,1957,3,14,1810,F1,1,0,0,2500,0,CST,0,0,2,33,0, ,0,3/14/1957,1810,42.35,-88, , 
10008392,ALEXANDER CO., ,1957,4,3,1400,F2,2,0,5,250000,0,CST,0,0,4.5,33,0, ,0,4/3/1957,1400,37,-89.2,37.07,-89.18
10008607,PULASKI CO., ,1957,4,3,1408,F2,2,0,0,250000,0,CST,0,0,2.3,33,0, ,0,4/3/1957,1408,37.07,-89.18,37.1,-89.18
10008608,MONROE CO., ,1957,4,18,1400,F0,0,0,0,30,0,CST,0,0,0,33,0, ,0,4/18/1957,1400,38.33,-90.27, , 
10008609,ST. CLAIR CO., ,1957,4,25,230,F2,2,0,0,25000,0,CST,0,0,2,300,0, ,0,4/25/1957,230,38.45,-89.97, , 
