,County,Year,FIPS,WBGT Days above 85,WBGT Hours above 85,WBGT Days above 90,WBGT Hours above 90,WBGT Av. 24h high JJA,WBGT Av. 24h low JJA
34,"Boone County, IL",2023,17007.0,2,0,0,0,71.81389090631035,59.77799773120966
35,"Boone County, IL",2024,17007.0,0,0,0,0,72.43471938768486,60.82689963017955
36,"Brown County, IL",2016,17009.0,3,7,0,0,77.24445577356666,66.17687400491366
37,"Brown County, IL",2017,17009.0,2,7,0,0,75.35231749595374,62.38929873419499
38,"Brown County, IL",2018,17009.0,0,0,0,0,77.1004388644811,65.62893056436599
39,"Brown County, IL",2019,17009.0,1,2,0,0,75.53344967292827,64.37601585921087
40,"Brown County, IL",2020,17009.0,0,0,0,0,76.48283632559983,64.46702251591364
41,"Brown County, IL",2021,17009.0,1,0,0,0,76.92118415675341,65.57340227164305
42,"Brown County, IL",2022,17009.0,3,0,0,0,76.4614525930158,64.5767133791183
43,"Brown County, IL",2023,17009.0,7,0,0,0,75.6299532282671,63.610500993459254
44,"Brown County, IL",2024,17009.0,3,0,0,0,75.87635052218188,64.47080996508215
45,"Bureau County, IL",2016,17011.0,2,4,0,0,75.29435483070664,64.01114833350712
46,"Bureau County, IL",2017,17011.0,0,0,0,0,73.12073589104641,60.35121528189519
47,"Bureau County, IL",2018,17011.0,1,1,0,0,75.44158350662914,63.33900551354479
48,"Bureau County, IL",2019,17011.0,1,3,0,0,73.94913055408868,62.19829368194549
49,"Bureau County, IL",2020,17011.0,0,0,0,0,74.97293984892472,63.072355128089214
50,"Bureau County, IL",2021,17011.0,1,0,0,0,75.14975889440502,63.716571198860514
51,"Bureau County, IL",2022,17011.0,0,0,0,0,74.2041015817076,62.27251897916636
52,"Bureau County, IL",2023,17011.0,3,0,0,0,73.5096269938983,61.07229869916478
53,"Bureau County, IL",2024,17011.0,2,0,0,0,74.02509848695166,62.70964812291625
54,"Calhoun County, IL",2016,17013.0,3,10,0,0,78.13474169011221,67.91965854164542
55,"Calhoun County, IL",2017,17013.0,2,6,0,0,75.9653367527525,64.1915453415253
56,"Calhoun County, IL",2018,17013.0,2,4,0,0,77.65587439807605,67.08582543393223
57,"Calhoun County, IL",2019,17013.0,0,0,0,0,76.24524859731522,65.65006577086558
58,"Calhoun County, IL",2020,17013.0,0,0,0,0,77.17231803808329,66.15985696784583
59,"Calhoun County, IL",2021,17013.0,0,0,0,0,77.46345109752072,67.18228483087529
60,"Calhoun County, IL",2022,17013.0,5,0,0,0,77.38544979430957,66.40801731925295
61,"Calhoun County, IL",2023,17013.0,8,0,0,0,76.61656056003369,65.24524307244687
62,"Calhoun County, IL",2024,17013.0,2,0,0,0,76.62540816053105,65.77903556557149
63,"Carroll County, IL",2016,17015.0,2,2,0,0,74.33459538371012,63.12303458252061
64,"Carroll County, IL",2017,17015.0,0,0,0,0,72.30509924592994,59.794740707105426
65,"Carroll County, IL",2018,17015.0,1,1,0,0,74.47832177237167,62.65710527017773
66,"Carroll County, IL",2019,17015.0,1,1,0,0,73.17806382442299,61.47431089476597
67,"Carroll County, IL",2020,17015.0,0,0,0,0,74.35280229391786,62.34267159671484
68,"Carroll County, IL",2021,17015.0,1,0,0,0,74.55665708134102,62.83435003697716
69,"Carroll County, IL",2022,17015.0,0,0,0,0,73.31767038720504,61.508696660565846
70,"Carroll County, IL",2023,17015.0,3,0,0,0,72.93907668648127,60.58904511395842
71,"Carroll County, IL",2024,17015.0,1,0,0,0,73.36661685902608,62.00717037089324
72,"Cass County, IL",2016,17017.0,3,11,0,0,77.33912112178535,66.3431493838796
73,"Cass County, IL",2017,17017.0,2,5,0,0,75.35104911557788,62.469430836125156
74,"Cass County, IL",2018,17017.0,2,2,0,0,77.09371852085997,65.57311684244604
75,"Cass County, IL",2019,17017.0,1,0,0,0,75.61412178058605,64.23791043190488
76,"Cass County, IL",2020,17017.0,0,0,0,0,76.42257811926684,64.49019487192557
77,"Cass County, IL",2021,17017.0,0,0,0,0,76.99202874074027,65.66035470611475
78,"Cass County, IL",2022,17017.0,4,0,0,0,76.37415880522909,64.53180219475003
79,"Cass County, IL",2023,17017.0,7,0,0,0,75.54173678865334,63.34424269022588
80,"Cass County, IL",2024,17017.0,3,0,0,0,75.87169197453757,64.48105549217472
81,"Champaign County, IL",2016,17019.0,1,2,0,0,76.03938266235683,64.67515302402599
