,County,Year,FIPS,HI Days above 90,HI Hours above 90,HI Days above 104,HI Hours above 104,HI JJA Av. Daily High,HI JJA Av. Daily Low
312,"Hardin County, IL",2022,17069.0,60,535,10,47,92.39886631583985,71.5595025926419
313,"Hardin County, IL",2023,17069.0,48,331,11,69,90.28361843593275,69.1260700059777
314,"Hardin County, IL",2024,17069.0,57,422,7,13,90.8329744455195,69.05810535391007
315,"Henderson County, IL",2016,17071.0,50,299,3,18,88.88552823979329,68.5970313585393
316,"Henderson County, IL",2017,17071.0,37,221,3,10,86.86631278866527,64.86700205144635
317,"Henderson County, IL",2018,17071.0,59,404,1,4,89.11942977757506,67.86268045369492
318,"Henderson County, IL",2019,17071.0,38,244,2,9,86.25408542669449,66.72319689169287
319,"Henderson County, IL",2020,17071.0,35,242,1,1,87.52162424719127,66.70432496563882
320,"Henderson County, IL",2021,17071.0,36,244,4,10,87.39578617239606,67.01921203190726
321,"Henderson County, IL",2022,17071.0,35,270,4,18,87.47134620643469,66.7265572817067
322,"Henderson County, IL",2023,17071.0,28,223,7,48,86.71477794267312,65.43815685589057
323,"Henderson County, IL",2024,17071.0,39,257,3,19,87.11318398400763,66.27913295761883
324,"Henry County, IL",2016,17073.0,36,219,2,14,87.15726284944819,67.3670091516026
325,"Henry County, IL",2017,17073.0,30,156,1,3,84.49824579629286,63.313824695515756
326,"Henry County, IL",2018,17073.0,46,300,2,6,86.95892455624916,66.24080434032894
327,"Henry County, IL",2019,17073.0,31,191,2,11,85.42642346640609,65.64376719457587
328,"Henry County, IL",2020,17073.0,30,197,1,1,86.72516420394717,66.03955321296935
329,"Henry County, IL",2021,17073.0,29,201,2,8,86.40245906899271,66.28707185129454
330,"Henry County, IL",2022,17073.0,27,199,4,11,85.50482984417923,65.50210482104286
331,"Henry County, IL",2023,17073.0,21,174,3,28,85.35546094462447,64.11377838913022
332,"Henry County, IL",2024,17073.0,29,192,3,15,85.56521744524233,65.29072510767004
333,"Iroquois County, IL",2016,17075.0,39,201,2,6,86.87891372425206,66.60357866786077
334,"Iroquois County, IL",2017,17075.0,26,124,0,0,84.36835839857889,63.90064842786847
335,"Iroquois County, IL",2018,17075.0,43,300,2,4,86.94126460010182,66.82818732104288
336,"Iroquois County, IL",2019,17075.0,27,181,3,14,85.45657048188443,64.92800008184611
337,"Iroquois County, IL",2020,17075.0,30,182,1,2,87.03255290671426,66.24374504794709
338,"Iroquois County, IL",2021,17075.0,31,169,1,3,86.27614590364126,66.579048946009
339,"Iroquois County, IL",2022,17075.0,31,220,2,9,86.49597196188256,65.88866013148328
340,"Iroquois County, IL",2023,17075.0,20,149,3,23,84.64923077044757,63.33427213292637
341,"Iroquois County, IL",2024,17075.0,29,181,2,9,84.9315691989473,64.35961141555907
342,"Jackson County, IL",2016,17077.0,71,571,8,26,93.28675502175601,72.74488080328388
343,"Jackson County, IL",2017,17077.0,48,358,6,17,89.51352970844599,69.4751151422232
344,"Jackson County, IL",2018,17077.0,79,576,3,6,91.66237367130296,71.53241677648866
345,"Jackson County, IL",2019,17077.0,66,438,4,11,89.8925962547911,70.07956657952134
346,"Jackson County, IL",2020,17077.0,54,373,2,5,90.95976722277528,71.14908203169233
347,"Jackson County, IL",2021,17077.0,57,448,3,10,91.29807938579673,71.16400713345071
348,"Jackson County, IL",2022,17077.0,55,521,14,68,92.38050975720631,71.14781940391237
349,"Jackson County, IL",2023,17077.0,47,383,11,79,91.13774038794085,69.6560167002946
350,"Jackson County, IL",2024,17077.0,52,423,8,27,90.73366191309212,69.42752044284549
351,"Jasper County, IL",2016,17079.0,56,398,3,8,90.42486104954773,69.90751710933974
352,"Jasper County, IL",2017,17079.0,39,214,2,5,87.31320850977713,66.74602399364447
353,"Jasper County, IL",2018,17079.0,66,440,2,2,89.67395654173767,69.42404513045264
354,"Jasper County, IL",2019,17079.0,52,298,4,8,87.69756512589689,67.9378723608703
355,"Jasper County, IL",2020,17079.0,44,268,1,2,88.71237920225497,68.8151837796317
356,"Jasper County, IL",2021,17079.0,52,381,2,3,90.02124914466417,69.69869488724399
357,"Jasper County, IL",2022,17079.0,38,344,6,30,89.28136997221235,68.35471176413098
358,"Jasper County, IL",2023,17079.0,32,263,8,50,88.22373733520016,67.03347322213514
359,"Jasper County, IL",2024,17079.0,40,264,2,6,87.92445386180776,66.57482918058855
360,"Jefferson County, IL",2016,17081.0,68,526,7,20,92.63723320719946,72.31202525446145
361,"Jefferson County, IL",2017,17081.0,47,330,3,8,88.89863030230778,69.09391246075842
362,"Jefferson County, IL",2018,17081.0,76,529,1,2,90.7863121422445,71.1467263595766
363,"Jefferson County, IL",2019,17081.0,56,383,4,8,89.21061113516619,69.80418886543625
364,"Jefferson County, IL",2020,17081.0,49,337,1,3,90.01913305229334,70.58162848233806
365,"Jefferson County, IL",2021,17081.0,54,433,3,3,90.92963621358183,71.36113676758758
366,"Jefferson County, IL",2022,17081.0,51,465,13,51,91.47576009157659,70.72915956884951
367,"Jefferson County, IL",2023,17081.0,45,351,10,72,90.2270119111617,69.35199269936443
368,"Jefferson County, IL",2024,17081.0,50,375,4,13,89.92947561307851,68.99366721451807
369,"Jersey County, IL",2016,17083.0,64,481,7,28,91.89249476516585,71.27305902742015
370,"Jersey County, IL",2017,17083.0,44,294,4,17,88.46128575371367,67.29269755100458
371,"Jersey County, IL",2018,17083.0,65,477,3,11,90.49742115736161,69.90478891535598
372,"Jersey County, IL",2019,17083.0,57,360,4,6,88.1723539975861,68.51598334156289
373,"Jersey County, IL",2020,17083.0,50,309,2,2,89.36069946352012,68.97509688609347
374,"Jersey County, IL",2021,17083.0,51,385,5,13,90.27812943062806,69.96103923949306
375,"Jersey County, IL",2022,17083.0,49,424,10,50,90.17856393737974,69.15861746627004
376,"Jersey County, IL",2023,17083.0,40,340,10,82,89.65641875724351,68.1371696127787
377,"Jersey County, IL",2024,17083.0,44,328,5,19,89.24223195223085,68.32479989034617
378,"Jo Daviess County, IL",2016,17085.0,19,112,2,5,84.35400424217512,64.97884813443953
379,"Jo Daviess County, IL",2017,17085.0,14,72,0,0,81.27206970900328,61.62708495710056
380,"Jo Daviess County, IL",2018,17085.0,30,168,1,3,83.8009909604164,64.38199359930948
381,"Jo Daviess County, IL",2019,17085.0,20,116,1,6,82.94953874652658,63.43454991403464
382,"Jo Daviess County, IL",2020,17085.0,24,140,0,0,84.7139947810576,64.27514278515494
383,"Jo Daviess County, IL",2021,17085.0,25,139,1,2,85.13073526368542,64.6675277453012
384,"Jo Daviess County, IL",2022,17085.0,18,107,2,2,83.01133466183991,63.42592449420719
385,"Jo Daviess County, IL",2023,17085.0,16,116,3,22,83.92862161985128,62.50435118266832
386,"Jo Daviess County, IL",2024,17085.0,19,100,1,7,83.1920637449819,63.31067614919975
387,"Johnson County, IL",2016,17087.0,79,589,6,12,93.38104352262064,73.06940464033762
388,"Johnson County, IL",2017,17087.0,49,339,4,10,89.15099904887433,69.3907314978257
389,"Johnson County, IL",2018,17087.0,88,580,3,11,92.04082692015723,71.88900376229982
390,"Johnson County, IL",2019,17087.0,67,458,4,8,89.76039012583357,70.0955265152638
391,"Johnson County, IL",2020,17087.0,57,359,1,2,90.68767592383517,71.02884347397257
392,"Johnson County, IL",2021,17087.0,56,422,3,3,90.84101655788254,71.0868460046688
393,"Johnson County, IL",2022,17087.0,62,536,9,45,92.53491738197728,71.54743603150476
394,"Johnson County, IL",2023,17087.0,47,362,11,75,91.01127035588318,69.50102174527987
395,"Johnson County, IL",2024,17087.0,57,423,8,27,90.93571110595859,69.31395436745301
396,"Kane County, IL",2016,17089.0,22,132,1,3,84.24386665131583,64.82725026214617
397,"Kane County, IL",2017,17089.0,12,68,0,0,80.68882091609147,61.68763877690088
398,"Kane County, IL",2018,17089.0,33,207,3,9,83.8692148537843,64.4525411060132
399,"Kane County, IL",2019,17089.0,22,139,2,6,82.97474837291833,63.286800647647226
400,"Kane County, IL",2020,17089.0,25,146,0,0,85.17550487351564,64.65611077413193
401,"Kane County, IL",2021,17089.0,27,137,1,4,85.33582526839591,65.70672420387211
402,"Kane County, IL",2022,17089.0,17,111,2,6,82.85514520677042,63.49354495604246
403,"Kane County, IL",2023,17089.0,14,107,3,20,82.82291910120608,62.48077435455406
404,"Kane County, IL",2024,17089.0,24,130,2,7,83.44470190288433,63.62150438704991
405,"Kankakee County, IL",2016,17091.0,37,187,2,6,86.50588637896631,66.31643668798459
406,"Kankakee County, IL",2017,17091.0,25,121,0,0,83.53062200142294,63.497821766113375
407,"Kankakee County, IL",2018,17091.0,40,283,2,7,86.47988162595858,66.30090149698196
408,"Kankakee County, IL",2019,17091.0,28,178,2,11,84.75541042299197,64.60169094057717
409,"Kankakee County, IL",2020,17091.0,31,191,1,3,86.73770666228988,65.93919815732853
410,"Kankakee County, IL",2021,17091.0,29,165,2,3,86.09540097773247,66.53464080146847
411,"Kankakee County, IL",2022,17091.0,27,195,2,11,85.71801734393408,65.40622615702759
412,"Kankakee County, IL",2023,17091.0,20,136,3,26,84.2698990478381,63.19010679898761
413,"Kankakee County, IL",2024,17091.0,28,175,2,7,84.91320070751074,64.43676256838432
414,"Kendall County, IL",2016,17093.0,28,161,1,5,85.60751998988066,65.80812277312067
415,"Kendall County, IL",2017,17093.0,18,96,0,0,81.87203399538262,62.44977379225295
416,"Kendall County, IL",2018,17093.0,37,249,4,14,85.4644465967166,65.38440203868865
417,"Kendall County, IL",2019,17093.0,27,168,2,9,84.067205600089,64.11208154898537
418,"Kendall County, IL",2020,17093.0,27,173,1,2,86.13837681979805,65.43708401439494
419,"Kendall County, IL",2021,17093.0,28,164,1,4,86.15882925985484,66.47268669173758
420,"Kendall County, IL",2022,17093.0,21,142,2,8,84.10208299505508,64.33954457014357
421,"Kendall County, IL",2023,17093.0,17,130,3,28,84.13752797603262,63.23111458510393
422,"Kendall County, IL",2024,17093.0,27,165,3,9,84.63649068825194,64.53172261276892
423,"Knox County, IL",2016,17095.0,44,260,3,18,88.17127402901487,68.03749221147976
424,"Knox County, IL",2017,17095.0,31,177,2,5,85.35788076921538,63.726622883072444
425,"Knox County, IL",2018,17095.0,54,346,2,5,88.04898117002129,66.83750882078952
426,"Knox County, IL",2019,17095.0,33,208,3,8,85.7406675074424,65.85542870258783
427,"Knox County, IL",2020,17095.0,30,210,0,0,87.01054441186787,66.26345107635635
428,"Knox County, IL",2021,17095.0,31,215,3,10,86.67657976555705,66.3612362845885
429,"Knox County, IL",2022,17095.0,32,217,4,13,86.15786793474666,65.60396795315214
430,"Knox County, IL",2023,17095.0,23,191,7,38,85.76805573302863,64.39715339601216
431,"Knox County, IL",2024,17095.0,31,217,3,18,86.16846251913844,65.64612278705023
432,"Lake County, IL",2016,17097.0,6,28,0,0,79.27265057625955,66.25520308981659
433,"Lake County, IL",2017,17097.0,0,0,0,0,75.80613755045216,62.799104142205294
434,"Lake County, IL",2018,17097.0,8,37,0,0,77.6697940060158,64.80345945627317
435,"Lake County, IL",2019,17097.0,4,20,0,0,76.07219956448354,62.99298768923983
436,"Lake County, IL",2020,17097.0,8,41,0,0,79.70038412289323,65.95043832182807
437,"Lake County, IL",2021,17097.0,6,31,0,0,79.51953001008738,66.02244023340587
438,"Lake County, IL",2022,17097.0,4,21,0,0,77.336618338685,64.27896940589368
439,"Lake County, IL",2023,17097.0,3,27,2,10,76.61212452559514,63.440093693572756
440,"Lake County, IL",2024,17097.0,6,26,0,0,78.42691000194861,64.90120492957757
441,"Lasalle County, IL",2016,17099.0,37,192,2,11,86.36364581738263,66.44782546632595
442,"Lasalle County, IL",2017,17099.0,24,121,0,0,83.06191785549215,62.7251121534298
443,"Lasalle County, IL",2018,17099.0,41,272,4,12,86.19237650520647,65.61323758248666
444,"Lasalle County, IL",2019,17099.0,29,177,2,9,84.67320246112365,64.51107426733701
445,"Lasalle County, IL",2020,17099.0,29,180,0,0,86.62025512628041,65.85450921490357
446,"Lasalle County, IL",2021,17099.0,29,182,2,8,86.49549138256529,66.57668742118096
447,"Lasalle County, IL",2022,17099.0,24,168,4,15,85.05727363285042,64.8468113252991
448,"Lasalle County, IL",2023,17099.0,19,151,3,29,84.80571345604288,63.43813275992862
449,"Lasalle County, IL",2024,17099.0,28,181,3,11,85.13931069040787,64.91477860069354
450,"Lawrence County, IL",2016,17101.0,62,447,4,11,91.28647125003717,71.03242619030898
451,"Lawrence County, IL",2017,17101.0,43,230,2,4,87.32853637242673,67.52093069670418
452,"Lawrence County, IL",2018,17101.0,72,464,2,3,90.10875878276237,70.24174927075646
453,"Lawrence County, IL",2019,17101.0,54,331,2,4,88.137896955397,68.4202555514719
454,"Lawrence County, IL",2020,17101.0,47,297,1,3,89.37143021942205,69.63924858817523
455,"Lawrence County, IL",2021,17101.0,52,401,1,2,90.53318671639241,70.50701082581159
456,"Lawrence County, IL",2022,17101.0,42,369,7,40,89.79524177762539,69.23026727628519
457,"Lawrence County, IL",2023,17101.0,35,279,7,50,88.66460874262303,67.69074764781308
458,"Lawrence County, IL",2024,17101.0,42,288,1,5,88.57378669763689,67.31907007794804
459,"Lee County, IL",2016,17103.0,27,147,2,10,85.20159177639421,65.60932917850123
460,"Lee County, IL",2017,17103.0,20,91,0,0,81.8546780671365,61.761363404885394
461,"Lee County, IL",2018,17103.0,34,223,3,7,84.90954093762228,64.82017527453165
462,"Lee County, IL",2019,17103.0,24,152,2,9,83.82091296642982,63.90398950109486
463,"Lee County, IL",2020,17103.0,24,162,0,0,86.09899960944604,65.22029643819833
464,"Lee County, IL",2021,17103.0,32,175,1,5,86.06672567425016,66.01351527579388
465,"Lee County, IL",2022,17103.0,22,141,3,8,84.31192994677767,64.286768842774
466,"Lee County, IL",2023,17103.0,16,131,3,27,84.02443803073267,62.80768997497171
467,"Lee County, IL",2024,17103.0,24,150,3,10,84.15271126544653,64.266026321425
468,"Livingston County, IL",2016,17105.0,38,216,1,7,87.12159030843738,66.89497842059907
469,"Livingston County, IL",2017,17105.0,28,137,1,1,84.19378108340602,63.68612759021908
470,"Livingston County, IL",2018,17105.0,44,307,3,7,86.99807781898643,66.5131809767408
471,"Livingston County, IL",2019,17105.0,29,178,3,9,85.31574288774766,64.87684086057536
472,"Livingston County, IL",2020,17105.0,29,191,1,1,87.17742406101617,66.39907427884043
473,"Livingston County, IL",2021,17105.0,29,183,2,8,86.42264574766311,66.61127719145436
474,"Livingston County, IL",2022,17105.0,28,203,4,17,85.95557952596559,65.42253198049688
475,"Livingston County, IL",2023,17105.0,22,160,3,26,85.07605572478543,63.61499204365889
476,"Livingston County, IL",2024,17105.0,28,183,2,10,85.23728732817776,64.81396686231474
477,"Logan County, IL",2016,17107.0,48,323,3,20,89.16549817971134,68.21568626526837
478,"Logan County, IL",2017,17107.0,37,216,3,6,86.46773796581593,64.76825678004805
479,"Logan County, IL",2018,17107.0,53,380,5,12,88.45743112651958,67.28113833635776
480,"Logan County, IL",2019,17107.0,36,232,5,15,86.54439554580591,65.88923182403691
481,"Logan County, IL",2020,17107.0,36,224,1,1,87.7272442244037,66.8001601257328
482,"Logan County, IL",2021,17107.0,39,249,4,11,88.01195391479442,67.2643846175756
483,"Logan County, IL",2022,17107.0,33,270,4,28,87.4617971894361,66.34196274719211
484,"Logan County, IL",2023,17107.0,27,216,7,52,86.72649765646663,64.85403093710084
485,"Logan County, IL",2024,17107.0,38,249,2,13,86.81562359164187,65.58283439435002
486,"Macon County, IL",2016,17115.0,48,300,3,11,88.67980857598427,68.28532035218817
487,"Macon County, IL",2017,17115.0,39,201,2,3,86.45225717034997,65.24817195305762
488,"Macon County, IL",2018,17115.0,52,366,1,4,88.01760385152497,67.54928020326498
489,"Macon County, IL",2019,17115.0,37,227,3,11,86.2855165680754,66.1800735049844
490,"Macon County, IL",2020,17115.0,31,207,1,0,87.14647869743828,66.86340608634929
491,"Macon County, IL",2021,17115.0,38,246,3,8,87.84573715771715,67.5699740533854
492,"Macon County, IL",2022,17115.0,34,282,4,24,87.4319532049254,66.84082935814286
493,"Macon County, IL",2023,17115.0,27,212,7,43,86.50106415218796,64.99859099384801
494,"Macon County, IL",2024,17115.0,37,240,2,13,86.60107105317134,65.58238744858019
495,"Macoupin County, IL",2016,17117.0,57,418,4,22,90.8299910799609,70.08967309209436
496,"Macoupin County, IL",2017,17117.0,41,245,4,6,87.90080570483369,66.44738133527596
497,"Macoupin County, IL",2018,17117.0,63,431,2,5,89.69949120397177,68.97935968470615
498,"Macoupin County, IL",2019,17117.0,51,295,5,7,87.45403619594671,67.50808738187526
499,"Macoupin County, IL",2020,17117.0,42,268,1,1,88.47845118955088,67.86952994674921
500,"Macoupin County, IL",2021,17117.0,46,334,2,8,89.51364326923601,68.9989272322627
501,"Macoupin County, IL",2022,17117.0,43,364,8,29,89.21378477232057,68.17724081510316
502,"Macoupin County, IL",2023,17117.0,34,281,8,72,88.59482625962877,66.89537516134097
503,"Macoupin County, IL",2024,17117.0,42,306,2,12,88.46837331897724,67.39352661744915
504,"Madison County, IL",2016,17119.0,64,495,8,28,92.07283871902013,71.3927118414026
505,"Madison County, IL",2017,17119.0,49,304,5,12,88.85964065660157,67.93190551175294
506,"Madison County, IL",2018,17119.0,69,490,2,3,90.55650684396416,70.35036472342308
507,"Madison County, IL",2019,17119.0,59,374,6,8,88.54660740332302,69.00318236030166
508,"Madison County, IL",2020,17119.0,50,320,1,1,89.57973937301252,69.50728358591705
509,"Madison County, IL",2021,17119.0,54,409,4,11,90.56383694571473,70.46940035771186
510,"Madison County, IL",2022,17119.0,50,451,12,47,90.7192384460329,69.87508379369483
511,"Madison County, IL",2023,17119.0,43,356,10,80,89.9414728368099,68.63321571574889
512,"Madison County, IL",2024,17119.0,50,360,4,17,89.7569769306734,68.87838418739206
513,"Marion County, IL",2016,17121.0,62,475,6,19,91.87947839192267,71.52547811340283
514,"Marion County, IL",2017,17121.0,45,293,4,8,88.4509409569009,68.29694575544057
515,"Marion County, IL",2018,17121.0,71,492,1,3,90.36915886836327,70.56101049495638
516,"Marion County, IL",2019,17121.0,56,349,4,7,88.58105391131495,69.19288048371959
517,"Marion County, IL",2020,17121.0,47,302,1,2,89.40660970017336,69.84922969239936
518,"Marion County, IL",2021,17121.0,54,419,2,5,90.4854009594548,70.77546431333542
519,"Marion County, IL",2022,17121.0,46,422,9,38,90.79120503001387,69.93652394826445
520,"Marion County, IL",2023,17121.0,42,323,10,69,89.5307632772425,68.59050562194804
521,"Marion County, IL",2024,17121.0,50,349,2,10,89.31202652930062,68.37553631366279
522,"Marshall County, IL",2016,17123.0,42,237,3,15,87.45546809776663,67.66653784817473
523,"Marshall County, IL",2017,17123.0,28,152,1,2,84.48414470017028,63.61301271565339
524,"Marshall County, IL",2018,17123.0,44,306,3,9,87.13549274289313,66.46336193371816
525,"Marshall County, IL",2019,17123.0,28,184,3,10,85.38380386129002,65.42308029894228
526,"Marshall County, IL",2020,17123.0,32,205,0,0,87.4535560180939,66.8996421705376
527,"Marshall County, IL",2021,17123.0,30,197,2,9,86.61118457509127,66.97793653255674
528,"Marshall County, IL",2022,17123.0,28,199,4,16,85.7923602912343,65.63245529367995
529,"Marshall County, IL",2023,17123.0,22,169,4,31,85.34304659223433,64.12040438577282
530,"Marshall County, IL",2024,17123.0,31,197,3,17,85.68364532570605,65.60613010241298
531,"Mason County, IL",2016,17125.0,56,359,4,24,90.3785152042779,69.06675803793205
532,"Mason County, IL",2017,17125.0,37,233,5,9,86.8310988367975,64.70524078105093
533,"Mason County, IL",2018,17125.0,60,430,6,16,89.46846673575146,67.73163963180959
534,"Mason County, IL",2019,17125.0,42,255,5,12,87.15160370459712,66.59546970724095
535,"Mason County, IL",2020,17125.0,35,254,1,3,88.33015380629139,67.06525977815946
536,"Mason County, IL",2021,17125.0,40,275,5,18,88.57339152566533,67.57655294659904
537,"Mason County, IL",2022,17125.0,37,287,5,31,87.95081800917391,66.61036087172018
538,"Mason County, IL",2023,17125.0,31,246,8,60,87.51294852846105,65.48289249743779
539,"Mason County, IL",2024,17125.0,42,278,4,17,87.6488098779138,66.32792401897925
540,"Massac County, IL",2016,17127.0,84,667,5,15,94.29004323700781,73.88594348142567
541,"Massac County, IL",2017,17127.0,49,359,3,12,89.63696911854625,69.92745291209113
542,"Massac County, IL",2018,17127.0,95,653,4,13,92.93692075797824,72.62967086748216
543,"Massac County, IL",2019,17127.0,75,514,3,7,90.38456661464241,70.75968677105867
544,"Massac County, IL",2020,17127.0,59,406,1,2,91.12206174610739,71.54510079191235
545,"Massac County, IL",2021,17127.0,56,456,2,4,91.26592181899247,71.65638099119414
546,"Massac County, IL",2022,17127.0,69,616,11,56,93.38294014980848,72.37644941244528
547,"Massac County, IL",2023,17127.0,49,392,11,72,91.43971541102098,70.1695771922854
548,"Massac County, IL",2024,17127.0,64,469,7,28,91.66446286690523,69.90803537586875
549,"Mcdonough County, IL",2016,17109.0,55,350,3,21,89.91866532764247,68.74976978540873
550,"Mcdonough County, IL",2017,17109.0,36,221,5,13,86.83632469376137,64.44411446323511
551,"Mcdonough County, IL",2018,17109.0,59,411,4,7,89.3038137241977,67.65345637800377
552,"Mcdonough County, IL",2019,17109.0,42,260,2,7,86.73801662027452,66.7146104550036
553,"Mcdonough County, IL",2020,17109.0,38,245,2,3,88.19031554515786,66.76809387815386
554,"Mcdonough County, IL",2021,17109.0,38,260,5,17,87.98490650524998,66.92332964993722
555,"Mcdonough County, IL",2022,17109.0,38,290,4,26,87.74398119905983,66.39135545056952
556,"Mcdonough County, IL",2023,17109.0,32,244,8,59,87.23461200785127,65.44615263343778
557,"Mcdonough County, IL",2024,17109.0,37,273,3,20,87.53318454005804,66.25588028307155
558,"Mchenry County, IL",2016,17111.0,18,110,1,3,83.06339423646217,64.44453022913244
559,"Mchenry County, IL",2017,17111.0,10,55,0,0,79.76314857251911,61.380126384436934
560,"Mchenry County, IL",2018,17111.0,25,157,2,8,82.37365761826165,63.893962363514355
561,"Mchenry County, IL",2019,17111.0,20,116,2,5,81.75083716104987,62.8276716464962
562,"Mchenry County, IL",2020,17111.0,22,126,0,0,84.28246518393668,64.4340226513484
563,"Mchenry County, IL",2021,17111.0,25,129,1,2,84.71391238828589,65.3524897990797
564,"Mchenry County, IL",2022,17111.0,15,85,1,4,81.90830149966469,63.35001356024632
565,"Mchenry County, IL",2023,17111.0,13,90,2,18,81.66724075934466,62.19246423474089
566,"Mchenry County, IL",2024,17111.0,18,94,2,7,82.13700771824348,63.05302346459019
567,"Mclean County, IL",2016,17113.0,40,244,3,8,87.66881728467146,67.376889824372
568,"Mclean County, IL",2017,17113.0,34,159,1,1,84.98506393555853,64.16987054967177
569,"Mclean County, IL",2018,17113.0,45,308,2,6,87.15669544004773,66.69651093103637
570,"Mclean County, IL",2019,17113.0,28,186,4,11,85.56549600583132,65.24598248369607
571,"Mclean County, IL",2020,17113.0,30,189,1,1,87.19583711887661,66.7554067694479
572,"Mclean County, IL",2021,17113.0,28,188,2,7,86.57728219045791,66.76394688352755
573,"Mclean County, IL",2022,17113.0,31,223,4,17,86.23112355458115,65.70275427257015
574,"Mclean County, IL",2023,17113.0,24,170,5,28,85.26445387246214,63.959679405286
575,"Mclean County, IL",2024,17113.0,30,193,2,12,85.33924937421574,64.92660519984021
576,"Menard County, IL",2016,17129.0,57,376,4,26,90.40558711855707,69.01327795642355
577,"Menard County, IL",2017,17129.0,40,240,4,11,87.11138474225501,64.87331345996269
578,"Menard County, IL",2018,17129.0,61,420,5,13,89.42536642500387,67.76418108611398
579,"Menard County, IL",2019,17129.0,44,256,4,11,87.14252140540032,66.51974531585195
580,"Menard County, IL",2020,17129.0,38,255,1,4,88.13519570426875,66.9012326570568
581,"Menard County, IL",2021,17129.0,43,285,5,16,88.74439425579914,67.66243853849267
582,"Menard County, IL",2022,17129.0,34,289,5,32,88.155460377457,66.73069544131374
583,"Menard County, IL",2023,17129.0,31,249,7,60,87.6561873020484,65.46054208941467
584,"Menard County, IL",2024,17129.0,39,277,3,15,87.68204427294387,66.28356259896765
585,"Mercer County, IL",2016,17131.0,41,253,3,15,87.87302231161928,67.93080456154506
586,"Mercer County, IL",2017,17131.0,32,186,2,6,85.52796974191578,64.17255041323843
587,"Mercer County, IL",2018,17131.0,55,354,3,6,88.15392893748135,67.3132951023376
588,"Mercer County, IL",2019,17131.0,36,223,3,11,85.92722328171526,66.44550448641048
589,"Mercer County, IL",2020,17131.0,30,211,0,0,86.73172184574697,66.22731332571219
590,"Mercer County, IL",2021,17131.0,33,227,2,7,86.91867683064194,66.76731414056661
591,"Mercer County, IL",2022,17131.0,33,228,4,14,86.54044407487505,66.3937672963843
592,"Mercer County, IL",2023,17131.0,27,207,7,39,86.15833726013746,64.95788859007412
593,"Mercer County, IL",2024,17131.0,32,206,3,19,86.1825317439527,65.77805290921644
594,"Monroe County, IL",2016,17133.0,69,545,10,33,93.02417456030385,72.11635419881051
595,"Monroe County, IL",2017,17133.0,48,351,7,20,89.41775095017641,68.61739223685818
596,"Monroe County, IL",2018,17133.0,74,539,2,2,91.2966063503085,70.90269717880247
597,"Monroe County, IL",2019,17133.0,65,430,6,12,89.33095860160216,69.83106265851167
598,"Monroe County, IL",2020,17133.0,53,350,2,4,90.48385919370995,70.39466737062273
599,"Monroe County, IL",2021,17133.0,56,421,6,15,91.03955694615448,70.7336138528764
600,"Monroe County, IL",2022,17133.0,57,523,14,72,92.2710987697972,70.86694645114326
601,"Monroe County, IL",2023,17133.0,48,402,10,79,91.02412720327574,69.55916450116045
602,"Monroe County, IL",2024,17133.0,55,412,6,30,90.53188469469525,69.332307892827
603,"Montgomery County, IL",2016,17135.0,55,399,4,16,90.44997516728506,69.88355827991332
604,"Montgomery County, IL",2017,17135.0,42,241,4,7,87.8211734841211,66.52005456881857
605,"Montgomery County, IL",2018,17135.0,62,432,1,4,89.51528930013659,69.06583578033191
606,"Montgomery County, IL",2019,17135.0,44,280,2,4,87.25343933373554,67.41447396919659
607,"Montgomery County, IL",2020,17135.0,40,261,1,2,88.20076397469944,67.89052137377821
608,"Montgomery County, IL",2021,17135.0,47,334,2,5,89.43127269411995,69.07851746182514
609,"Montgomery County, IL",2022,17135.0,42,361,7,21,89.09535138655498,68.29521710094691
610,"Montgomery County, IL",2023,17135.0,33,268,8,67,88.275539464558,66.73845610211465
611,"Montgomery County, IL",2024,17135.0,42,289,2,10,88.2378829471123,67.15607341911799
612,"Morgan County, IL",2016,17137.0,58,401,5,27,90.76793822846469,69.54131846785232
613,"Morgan County, IL",2017,17137.0,40,244,3,10,87.4383472568444,65.34043260820393
614,"Morgan County, IL",2018,17137.0,59,416,4,12,89.63678058220825,68.21207835943706
615,"Morgan County, IL",2019,17137.0,48,279,2,5,87.22499644586237,67.07555441601454
616,"Morgan County, IL",2020,17137.0,40,263,1,2,88.20590563781688,67.26745168043209
617,"Morgan County, IL",2021,17137.0,44,299,3,10,89.14371469921115,68.03461057359986
618,"Morgan County, IL",2022,17137.0,38,323,4,26,88.69493434024004,67.15940092219891
619,"Morgan County, IL",2023,17137.0,34,267,8,67,88.18808116442163,66.12754862675189
620,"Morgan County, IL",2024,17137.0,41,300,3,14,88.30428662439282,67.02389313124355
621,"Moultrie County, IL",2016,17139.0,48,306,2,9,88.64331832584625,68.6093727082292
622,"Moultrie County, IL",2017,17139.0,37,190,1,1,86.38771972331078,65.4732245921386
623,"Moultrie County, IL",2018,17139.0,54,363,1,3,88.21663084530628,68.11831013873632
624,"Moultrie County, IL",2019,17139.0,37,227,3,9,86.30641841289908,66.57405177594241
625,"Moultrie County, IL",2020,17139.0,32,194,1,1,86.96714636018959,67.14818162879175
626,"Moultrie County, IL",2021,17139.0,42,273,3,5,88.29584784251314,68.18253165405247
627,"Moultrie County, IL",2022,17139.0,36,308,3,20,87.76662242612018,67.49634494546142
