,County,Year,FIPS,HI Days above 90,HI Hours above 90,HI Days above 104,HI Hours above 104,HI JJA Av. Daily High,HI JJA Av. Daily Low
628,"Moultrie County, IL",2023,17139.0,28,216,6,42,86.66847251851074,65.38859016581355
629,"Moultrie County, IL",2024,17139.0,36,231,2,12,86.66952493885488,65.67018602466251
630,"Ogle County, IL",2016,17141.0,23,130,2,8,84.47097971923537,65.12770457273277
631,"Ogle County, IL",2017,17141.0,14,73,0,0,81.03288594832964,61.46942152249666
632,"Ogle County, IL",2018,17141.0,30,187,2,6,83.97608464544128,64.44873606769038
633,"Ogle County, IL",2019,17141.0,21,131,2,5,83.1610039490713,63.497260567635855
634,"Ogle County, IL",2020,17141.0,25,160,0,0,85.82018267525169,64.93081825126055
635,"Ogle County, IL",2021,17141.0,35,171,1,3,86.13791511406717,65.86179802690516
636,"Ogle County, IL",2022,17141.0,20,122,1,3,83.60102030204355,63.84951999339913
637,"Ogle County, IL",2023,17141.0,16,113,3,24,83.56125176366503,62.56638376452545
638,"Ogle County, IL",2024,17141.0,21,120,2,9,83.43786728286148,63.645599980667306
639,"Peoria County, IL",2016,17143.0,46,268,3,19,88.36081844151813,68.33513412098843
640,"Peoria County, IL",2017,17143.0,32,174,3,6,85.28400814961567,64.07549925918808
641,"Peoria County, IL",2018,17143.0,52,355,4,10,87.96203975836171,67.07635620995447
642,"Peoria County, IL",2019,17143.0,32,206,4,10,85.86759243581979,66.03079705034995
643,"Peoria County, IL",2020,17143.0,33,216,0,0,87.59845266849298,67.04594080255667
644,"Peoria County, IL",2021,17143.0,31,226,3,11,86.98892501540342,67.0279675222885
645,"Peoria County, IL",2022,17143.0,32,221,4,19,86.30387236814286,65.9510113723269
646,"Peoria County, IL",2023,17143.0,24,191,7,35,85.85582321661809,64.68441293075432
647,"Peoria County, IL",2024,17143.0,31,216,3,19,86.2460489923205,65.98964886084713
648,"Perry County, IL",2016,17145.0,72,570,10,32,93.24986309956334,72.65903080133612
649,"Perry County, IL",2017,17145.0,50,361,6,19,89.47794314540762,69.56143368028806
650,"Perry County, IL",2018,17145.0,78,569,2,3,91.43584641095144,71.47987088747776
651,"Perry County, IL",2019,17145.0,66,423,5,11,89.71581646370447,70.09598421404154
652,"Perry County, IL",2020,17145.0,51,376,2,6,90.79856196048524,71.10277964847437
653,"Perry County, IL",2021,17145.0,56,444,3,9,91.31859864851924,71.36175279030356
654,"Perry County, IL",2022,17145.0,57,518,16,74,92.24170285791162,71.20695908473878
655,"Perry County, IL",2023,17145.0,47,395,10,77,90.9827397440996,69.81352791967855
656,"Perry County, IL",2024,17145.0,54,422,6,25,90.67911263464046,69.5484092658535
657,"Piatt County, IL",2016,17147.0,44,262,3,8,88.15359152741236,67.87043652000423
658,"Piatt County, IL",2017,17147.0,36,179,1,2,85.9783138500281,64.92470285406381
659,"Piatt County, IL",2018,17147.0,47,335,2,4,87.63918801838314,67.30615586483101
660,"Piatt County, IL",2019,17147.0,34,207,3,13,86.05635433861379,65.85799006511283
661,"Piatt County, IL",2020,17147.0,30,189,0,0,86.95320708944226,66.78790794326163
662,"Piatt County, IL",2021,17147.0,34,228,3,7,87.37372371768608,67.26373857304438
663,"Piatt County, IL",2022,17147.0,34,265,3,21,87.17781564055906,66.66190512443346
664,"Piatt County, IL",2023,17147.0,27,183,5,35,85.87595682623252,64.51103799744716
665,"Piatt County, IL",2024,17147.0,30,202,2,12,85.82661461889445,64.98020586793506
666,"Pike County, IL",2016,17149.0,61,430,6,30,91.0679510975642,69.9590608161094
667,"Pike County, IL",2017,17149.0,40,255,4,16,87.71584316610884,65.82325859692632
668,"Pike County, IL",2018,17149.0,63,448,4,13,90.25504786930068,68.93612587518228
669,"Pike County, IL",2019,17149.0,52,308,3,5,87.68496609132599,67.80182029362982
670,"Pike County, IL",2020,17149.0,42,290,2,3,88.92258729467406,67.98280092170353
671,"Pike County, IL",2021,17149.0,43,315,4,12,89.71893447155777,68.60107130618813
672,"Pike County, IL",2022,17149.0,48,382,8,36,89.62129887085095,68.0774252808452
673,"Pike County, IL",2023,17149.0,38,313,8,71,88.94079349059753,67.18314680520268
674,"Pike County, IL",2024,17149.0,42,306,3,18,88.72020006166966,67.61489027118637
675,"Pope County, IL",2016,17151.0,81,594,6,14,93.56906673211748,73.23986311357312
676,"Pope County, IL",2017,17151.0,48,352,3,11,89.32802096705291,69.50727842269478
677,"Pope County, IL",2018,17151.0,90,596,4,17,92.32660904887007,71.9558985078612
678,"Pope County, IL",2019,17151.0,69,462,3,7,89.91789496576884,70.17350260882422
679,"Pope County, IL",2020,17151.0,59,379,1,2,90.78357471846711,71.04019974839456
680,"Pope County, IL",2021,17151.0,55,423,2,2,90.99886265698215,71.20205357002258
681,"Pope County, IL",2022,17151.0,62,550,10,47,92.65347952242206,71.63386521840359
682,"Pope County, IL",2023,17151.0,47,352,11,70,90.78674480665484,69.44078035140186
683,"Pope County, IL",2024,17151.0,59,426,7,17,90.9989122019378,69.26155882377493
684,"Pulaski County, IL",2016,17153.0,83,684,11,24,94.48452220267913,74.0874102784961
685,"Pulaski County, IL",2017,17153.0,50,364,4,15,89.55789190195374,70.03593676715427
686,"Pulaski County, IL",2018,17153.0,93,664,4,10,92.89071528610977,72.80756814431585
687,"Pulaski County, IL",2019,17153.0,72,496,3,8,90.27364066091573,70.86735579338259
688,"Pulaski County, IL",2020,17153.0,58,405,1,2,91.15736193880241,71.81936823221666
689,"Pulaski County, IL",2021,17153.0,58,477,4,8,91.4420050541943,71.87923914682239
690,"Pulaski County, IL",2022,17153.0,65,622,13,62,93.45421194403299,72.51577556029044
691,"Pulaski County, IL",2023,17153.0,56,425,11,77,91.98561182289885,70.45553987380124
692,"Pulaski County, IL",2024,17153.0,58,478,10,37,91.85039517655262,70.25609741283563
693,"Putnam County, IL",2016,17155.0,38,210,2,11,86.92343987453911,67.17706773014494
694,"Putnam County, IL",2017,17155.0,26,137,1,1,83.97299493941131,63.15359091100325
695,"Putnam County, IL",2018,17155.0,42,288,4,12,86.6818229885852,66.03954828137238
696,"Putnam County, IL",2019,17155.0,28,185,2,10,85.1060451377944,65.13334135829052
697,"Putnam County, IL",2020,17155.0,30,200,0,0,87.12499961139685,66.46392828433004
698,"Putnam County, IL",2021,17155.0,30,194,2,9,86.56428195323097,66.87720733231518
699,"Putnam County, IL",2022,17155.0,24,190,3,15,85.46393554170716,65.44820287054357
700,"Putnam County, IL",2023,17155.0,21,160,4,31,85.04655207037004,63.75666617003121
701,"Putnam County, IL",2024,17155.0,28,191,3,14,85.47822884088036,65.37048733257659
702,"Randolph County, IL",2016,17157.0,74,559,9,35,93.16477047507259,72.26903433415404
703,"Randolph County, IL",2017,17157.0,48,354,6,21,89.55136510291632,68.92481565943524
704,"Randolph County, IL",2018,17157.0,75,551,1,1,91.50367187817012,71.10394930726687
705,"Randolph County, IL",2019,17157.0,68,434,5,12,89.66398691800225,69.76978299489765
706,"Randolph County, IL",2020,17157.0,49,361,3,4,90.86714299527634,70.64337971218671
707,"Randolph County, IL",2021,17157.0,57,440,5,11,91.35327211170615,70.82375717161304
708,"Randolph County, IL",2022,17157.0,55,523,16,76,92.43307178555605,70.85380763555965
709,"Randolph County, IL",2023,17157.0,48,402,10,81,91.17031655164956,69.5496439912044
710,"Randolph County, IL",2024,17157.0,54,423,6,29,90.69997148755621,69.31032049729585
711,"Richland County, IL",2016,17159.0,65,468,5,12,91.5934945925224,71.18728727935225
712,"Richland County, IL",2017,17159.0,46,251,2,5,87.84406402214721,67.79113407907708
713,"Richland County, IL",2018,17159.0,72,497,2,3,90.31553476863995,70.27622573638678
714,"Richland County, IL",2019,17159.0,56,343,4,7,88.46428997071678,68.73804296043615
715,"Richland County, IL",2020,17159.0,49,302,1,3,89.43560424182785,69.73628868441551
716,"Richland County, IL",2021,17159.0,53,408,2,3,90.77109112050033,70.68967190371282
717,"Richland County, IL",2022,17159.0,42,391,8,40,90.26524846397595,69.41716000436014
718,"Richland County, IL",2023,17159.0,36,299,8,56,89.09338183731481,68.01789220663537
719,"Richland County, IL",2024,17159.0,45,318,1,6,88.86768048697728,67.62251563074395
720,"Rock Island County, IL",2016,17161.0,37,224,2,14,87.11281640582513,67.37200432253626
721,"Rock Island County, IL",2017,17161.0,29,162,1,4,84.61985608607446,63.68041833711083
722,"Rock Island County, IL",2018,17161.0,45,316,2,5,87.17161179954377,66.73817361051125
723,"Rock Island County, IL",2019,17161.0,33,208,3,13,85.56082426541856,66.06020748574372
724,"Rock Island County, IL",2020,17161.0,27,194,0,0,86.48999527910848,66.04747110041686
725,"Rock Island County, IL",2021,17161.0,33,214,2,6,86.69598199890076,66.58067048496167
726,"Rock Island County, IL",2022,17161.0,26,199,4,13,85.70228196596909,65.85584587995513
727,"Rock Island County, IL",2023,17161.0,24,186,5,32,85.67477585921264,64.56878461796197
728,"Rock Island County, IL",2024,17161.0,28,181,3,17,85.55991046610663,65.35102415992428
729,"Saline County, IL",2016,17165.0,73,581,7,19,93.46661138524765,72.89085979773746
730,"Saline County, IL",2017,17165.0,48,346,4,8,89.26818532436091,69.56737392349649
731,"Saline County, IL",2018,17165.0,83,570,5,12,91.79921195027758,71.64503174908297
732,"Saline County, IL",2019,17165.0,68,443,4,10,89.84604731823825,70.06060209986153
733,"Saline County, IL",2020,17165.0,57,376,1,4,90.55969370423543,70.8418674613682
734,"Saline County, IL",2021,17165.0,56,433,2,4,91.20721366415926,71.18224711364527
735,"Saline County, IL",2022,17165.0,55,513,11,47,92.0166047351072,71.24322870975308
736,"Saline County, IL",2023,17165.0,46,352,11,74,90.55705984257862,69.26476722397133
737,"Saline County, IL",2024,17165.0,52,402,6,11,90.62386193319456,68.98729725493865
738,"Sangamon County, IL",2016,17167.0,54,367,4,24,90.12644598685092,69.07541644764561
739,"Sangamon County, IL",2017,17167.0,40,241,4,8,87.18623954310051,65.34482005079944
740,"Sangamon County, IL",2018,17167.0,57,403,4,10,89.08486637866075,67.92489430342647
741,"Sangamon County, IL",2019,17167.0,45,252,3,11,86.9379446324762,66.60344151168796
742,"Sangamon County, IL",2020,17167.0,36,244,2,2,87.83488521558026,66.97196430490038
743,"Sangamon County, IL",2021,17167.0,43,288,3,10,88.75967500341362,67.93395478820482
744,"Sangamon County, IL",2022,17167.0,35,300,5,31,88.18450741177641,66.95192835176287
745,"Sangamon County, IL",2023,17167.0,30,244,8,63,87.57204230133397,65.56588593130893
746,"Sangamon County, IL",2024,17167.0,40,280,2,12,87.66769203558236,66.40633894211793
747,"Schuyler County, IL",2016,17169.0,59,387,5,26,90.60351360688315,69.16206305103809
748,"Schuyler County, IL",2017,17169.0,38,237,5,14,87.16097383151738,64.77427804507178
749,"Schuyler County, IL",2018,17169.0,59,427,5,13,89.70385992479032,68.04443212045253
750,"Schuyler County, IL",2019,17169.0,45,287,2,7,87.26168496568911,67.24779253830985
751,"Schuyler County, IL",2020,17169.0,39,271,1,2,88.49552677635208,67.07444755075998
752,"Schuyler County, IL",2021,17169.0,40,277,6,17,88.71526927625042,67.53031554950408
753,"Schuyler County, IL",2022,17169.0,39,303,4,27,88.37923603731262,66.90408003921972
754,"Schuyler County, IL",2023,17169.0,35,265,8,63,87.95138456481652,66.01080014644239
755,"Schuyler County, IL",2024,17169.0,39,294,4,20,88.13735126947029,66.76862935080376
756,"Scott County, IL",2016,17171.0,58,423,6,28,90.96709550852326,69.81440849399067
757,"Scott County, IL",2017,17171.0,40,248,3,12,87.6030565541204,65.58319043665557
758,"Scott County, IL",2018,17171.0,61,437,4,9,89.98120012597832,68.53649501735875
759,"Scott County, IL",2019,17171.0,50,301,3,4,87.51361144420014,67.46849686122549
760,"Scott County, IL",2020,17171.0,43,281,1,2,88.62689177407437,67.6226010767501
761,"Scott County, IL",2021,17171.0,45,312,3,11,89.52234693775088,68.29095536071563
762,"Scott County, IL",2022,17171.0,43,350,8,34,89.1504725635068,67.57299436090483
763,"Scott County, IL",2023,17171.0,34,283,8,72,88.63022292167939,66.6719096102198
764,"Scott County, IL",2024,17171.0,43,310,3,16,88.63250798945027,67.40197499121226
765,"Shelby County, IL",2016,17173.0,54,353,3,12,89.4685914689646,69.2162400222065
766,"Shelby County, IL",2017,17173.0,37,211,2,4,87.0682864657937,66.04270549759357
767,"Shelby County, IL",2018,17173.0,59,403,1,3,88.98475869754319,68.78960779129586
768,"Shelby County, IL",2019,17173.0,43,253,3,6,86.82454761586361,67.14097046965807
769,"Shelby County, IL",2020,17173.0,34,222,1,1,87.51417360136772,67.6533794640855
770,"Shelby County, IL",2021,17173.0,48,322,2,5,89.04639910043691,68.80909261848396
771,"Shelby County, IL",2022,17173.0,38,329,3,20,88.44636390176854,67.91752844096587
772,"Shelby County, IL",2023,17173.0,29,239,8,53,87.46715484606425,66.18906761159174
773,"Shelby County, IL",2024,17173.0,38,256,2,10,87.40680987335887,66.36534068626243
774,"St. Clair County, IL",2016,17163.0,68,542,12,33,93.03393843998906,72.06116245108255
775,"St. Clair County, IL",2017,17163.0,51,348,6,17,89.34583431445765,68.63969325092478
776,"St. Clair County, IL",2018,17163.0,72,537,2,2,91.14784635750827,70.96728495722523
777,"St. Clair County, IL",2019,17163.0,63,421,6,11,89.27132720946832,69.71046133411873
778,"St. Clair County, IL",2020,17163.0,52,354,2,3,90.3762839910868,70.31378801416349
779,"St. Clair County, IL",2021,17163.0,57,439,5,11,91.16820878975437,70.92615295971372
780,"St. Clair County, IL",2022,17163.0,55,501,14,69,91.94504953447058,70.7219182825362
781,"St. Clair County, IL",2023,17163.0,47,402,10,80,90.88108053290172,69.46254746258393
782,"St. Clair County, IL",2024,17163.0,55,414,6,26,90.53852961887678,69.4439822015976
783,"Stark County, IL",2016,17175.0,38,224,2,13,87.3646608900572,67.68019173848775
784,"Stark County, IL",2017,17175.0,30,158,2,4,84.58094434856092,63.37173435502142
785,"Stark County, IL",2018,17175.0,50,314,3,7,87.22293884877355,66.38215899815799
786,"Stark County, IL",2019,17175.0,29,189,2,9,85.33117377884774,65.53242869250451
787,"Stark County, IL",2020,17175.0,30,193,0,0,87.01805688022677,66.4955086556516
788,"Stark County, IL",2021,17175.0,30,203,2,9,86.33184946108335,66.47677419065987
789,"Stark County, IL",2022,17175.0,25,193,4,14,85.54914750818553,65.45984491443383
790,"Stark County, IL",2023,17175.0,21,166,4,31,85.26131881569933,64.06852579317778
791,"Stark County, IL",2024,17175.0,30,196,3,17,85.60338195306115,65.52450082825338
792,"Stephenson County, IL",2016,17177.0,19,112,2,8,84.03348065340259,64.56844415601311
793,"Stephenson County, IL",2017,17177.0,13,66,0,0,80.75279039031012,61.1387186247292
794,"Stephenson County, IL",2018,17177.0,30,171,1,4,83.39464452972459,63.908752341659316
795,"Stephenson County, IL",2019,17177.0,21,116,1,4,82.65588643842334,63.11264553581954
796,"Stephenson County, IL",2020,17177.0,24,145,0,0,85.19908766104153,64.30604151962154
797,"Stephenson County, IL",2021,17177.0,25,138,1,2,85.3138172889755,64.8651756828206
798,"Stephenson County, IL",2022,17177.0,19,102,1,1,82.88848945224936,63.18364033680776
799,"Stephenson County, IL",2023,17177.0,15,112,3,22,83.49336048797163,62.22663790522643
800,"Stephenson County, IL",2024,17177.0,20,101,2,7,82.92902734679069,63.073740100229514
801,"Tazewell County, IL",2016,17179.0,45,293,3,18,88.80411738761799,68.2900073241741
802,"Tazewell County, IL",2017,17179.0,34,183,2,6,85.62072644741752,64.28939090890762
803,"Tazewell County, IL",2018,17179.0,53,370,5,12,88.13221618089035,67.134127906417
804,"Tazewell County, IL",2019,17179.0,31,206,4,10,86.1063575713389,65.8356329947654
805,"Tazewell County, IL",2020,17179.0,33,218,1,2,87.74378605750594,67.03385592541625
806,"Tazewell County, IL",2021,17179.0,32,225,2,8,87.42927357328546,67.14273053701564
807,"Tazewell County, IL",2022,17179.0,34,243,4,25,86.7987459620866,66.06134983282915
808,"Tazewell County, IL",2023,17179.0,25,192,8,44,86.19929253702182,64.7137078397648
809,"Tazewell County, IL",2024,17179.0,33,220,3,14,86.37327240245666,65.72716940298193
810,"Union County, IL",2016,17181.0,78,603,7,15,93.547366711239,72.91352219978546
811,"Union County, IL",2017,17181.0,48,341,5,13,89.22093118372457,69.17340684905338
812,"Union County, IL",2018,17181.0,83,584,4,10,92.06581442497335,71.7178846095342
813,"Union County, IL",2019,17181.0,67,457,4,11,89.8800317745266,70.0171182056887
814,"Union County, IL",2020,17181.0,54,372,1,2,90.85577402297136,71.05113469664117
815,"Union County, IL",2021,17181.0,57,435,4,8,91.03864089094225,70.9461088338962
816,"Union County, IL",2022,17181.0,62,540,11,52,92.69659299610578,71.3703897203463
817,"Union County, IL",2023,17181.0,51,380,11,78,91.46424046285303,69.53919058190131
818,"Union County, IL",2024,17181.0,56,430,8,30,91.13063881959867,69.4158074624486
819,"Vermilion County, IL",2016,17183.0,42,224,2,7,87.48270389165204,67.458706393642
820,"Vermilion County, IL",2017,17183.0,32,139,0,0,85.23986340691282,64.60449136790082
821,"Vermilion County, IL",2018,17183.0,45,302,1,2,87.16926969464048,67.28851176295733
822,"Vermilion County, IL",2019,17183.0,31,191,4,14,85.9363013110246,65.65924123868282
823,"Vermilion County, IL",2020,17183.0,30,173,0,0,87.07610933515917,66.83150970150179
824,"Vermilion County, IL",2021,17183.0,37,216,1,3,87.06469901747649,67.16711605696642
825,"Vermilion County, IL",2022,17183.0,31,252,3,13,87.07318834038405,66.63336424183944
826,"Vermilion County, IL",2023,17183.0,23,170,5,24,85.37873129923258,64.14809987207421
827,"Vermilion County, IL",2024,17183.0,28,176,2,8,85.14873916227333,64.46889215644012
828,"Wabash County, IL",2016,17185.0,67,485,5,12,92.10670203511253,71.84636724707059
829,"Wabash County, IL",2017,17185.0,46,275,2,3,87.82577721451413,68.23696801076541
830,"Wabash County, IL",2018,17185.0,78,518,2,3,90.56364073444068,70.83822597627801
831,"Wabash County, IL",2019,17185.0,54,353,2,4,88.63794519174395,68.93866105440434
832,"Wabash County, IL",2020,17185.0,49,314,1,4,89.7027755476298,70.09125655004934
833,"Wabash County, IL",2021,17185.0,53,423,2,4,91.07823267492104,71.22154392941422
834,"Wabash County, IL",2022,17185.0,46,403,8,45,90.51401926593715,69.94602033499322
835,"Wabash County, IL",2023,17185.0,40,295,9,57,89.11909075648363,68.2767195483933
836,"Wabash County, IL",2024,17185.0,46,331,1,6,89.22097736158398,67.9638112090279
837,"Warren County, IL",2016,17187.0,46,279,3,19,88.58780240169986,68.21781949467449
838,"Warren County, IL",2017,17187.0,32,198,3,8,86.03009925077949,64.11828743637817
839,"Warren County, IL",2018,17187.0,58,376,2,4,88.55973828058762,67.20527700927671
840,"Warren County, IL",2019,17187.0,37,226,2,8,86.00119826245384,66.18202412758697
841,"Warren County, IL",2020,17187.0,31,226,0,0,87.22120168056868,66.26930218692523
842,"Warren County, IL",2021,17187.0,33,229,3,9,86.99161187944715,66.44605122174099
843,"Warren County, IL",2022,17187.0,36,244,4,14,86.77669230583686,65.9782453582566
844,"Warren County, IL",2023,17187.0,28,211,7,45,86.2492921129424,64.77801693442187
845,"Warren County, IL",2024,17187.0,34,237,3,19,86.64255959741604,65.8084879890473
846,"Washington County, IL",2016,17189.0,70,544,11,32,92.9368830597854,72.24202390172827
847,"Washington County, IL",2017,17189.0,49,345,6,12,89.17658097027262,69.01245778984398
848,"Washington County, IL",2018,17189.0,75,549,1,3,91.0248103891146,71.15364904616442
849,"Washington County, IL",2019,17189.0,61,392,6,11,89.28249248284874,69.77723057257808
850,"Washington County, IL",2020,17189.0,47,346,2,4,90.3172825680887,70.63913424000565
851,"Washington County, IL",2021,17189.0,55,446,3,8,91.14065138610087,71.19834127531271
852,"Washington County, IL",2022,17189.0,55,495,16,58,91.89576369761006,70.86744507135418
853,"Washington County, IL",2023,17189.0,45,381,10,75,90.64164021592782,69.51163624704394
854,"Washington County, IL",2024,17189.0,54,399,4,20,90.40385277791002,69.39781514107204
855,"Wayne County, IL",2016,17191.0,68,510,6,15,92.4854874610775,71.68909545385583
856,"Wayne County, IL",2017,17191.0,48,304,3,5,88.55141538367782,68.35353420801034
857,"Wayne County, IL",2018,17191.0,79,525,2,4,90.84822840006937,70.60199396416435
858,"Wayne County, IL",2019,17191.0,57,376,4,9,89.07686071164376,69.08074725752734
859,"Wayne County, IL",2020,17191.0,52,338,1,4,90.01213431278308,69.99065685973552
860,"Wayne County, IL",2021,17191.0,54,437,3,5,91.18869246657916,71.10650871972658
861,"Wayne County, IL",2022,17191.0,49,438,11,46,91.14848348227663,69.88159913065181
862,"Wayne County, IL",2023,17191.0,41,329,10,66,89.88732176308673,68.5626897208998
863,"Wayne County, IL",2024,17191.0,49,357,2,8,89.60161365452802,68.0292888422924
864,"White County, IL",2016,17193.0,70,542,8,19,93.11687253006126,72.39347323082893
865,"White County, IL",2017,17193.0,47,317,3,5,88.65490435738171,68.90677521594661
866,"White County, IL",2018,17193.0,82,555,3,8,91.3295694817211,71.24360124280746
867,"White County, IL",2019,17193.0,61,409,2,5,89.44187185794182,69.42326765898574
868,"White County, IL",2020,17193.0,55,360,1,3,90.35829590770184,70.47062326461484
869,"White County, IL",2021,17193.0,56,439,3,3,91.37269372844234,71.36023539832536
870,"White County, IL",2022,17193.0,52,457,12,49,91.4786775460864,70.50526991032467
871,"White County, IL",2023,17193.0,44,328,11,66,90.02932807149378,68.77082344445579
872,"White County, IL",2024,17193.0,52,381,1,5,90.06760647473267,68.34293267474224
873,"Whiteside County, IL",2016,17195.0,30,176,2,12,86.32763929128136,66.54671136919058
874,"Whiteside County, IL",2017,17195.0,26,123,0,0,83.2549802131463,62.51362618555107
875,"Whiteside County, IL",2018,17195.0,38,252,2,9,85.87184920662648,65.50670429952076
876,"Whiteside County, IL",2019,17195.0,26,171,3,12,84.7967200772425,64.80624847077611
877,"Whiteside County, IL",2020,17195.0,29,195,0,0,86.75596162516035,65.7980054203035
878,"Whiteside County, IL",2021,17195.0,36,200,1,5,86.54185962457721,66.13833640737025
879,"Whiteside County, IL",2022,17195.0,25,171,4,16,84.93877523195992,64.81557897383736
880,"Whiteside County, IL",2023,17195.0,19,160,3,28,85.13134863954924,63.707408374131504
881,"Whiteside County, IL",2024,17195.0,27,168,3,14,85.06292469622949,64.79029519460087
882,"Will County, IL",2016,17197.0,32,172,1,4,85.91038251580417,66.18867203249921
883,"Will County, IL",2017,17197.0,19,98,0,0,82.29570186854421,63.099972155758884
884,"Will County, IL",2018,17197.0,38,258,4,14,85.51097071255613,65.81660085294179
885,"Will County, IL",2019,17197.0,28,172,2,11,83.87800598371541,64.32913036185037
886,"Will County, IL",2020,17197.0,27,170,1,3,86.1235072273342,65.77440299678692
887,"Will County, IL",2021,17197.0,28,155,2,5,85.774877150404,66.55072119259013
888,"Will County, IL",2022,17197.0,23,151,2,8,84.33866802135199,64.9047547796499
889,"Will County, IL",2023,17197.0,17,126,3,25,83.5966176344009,63.25326319684093
890,"Will County, IL",2024,17197.0,26,164,2,8,84.5496950744072,64.5153016848656
891,"Williamson County, IL",2016,17199.0,71,586,9,20,93.31611758953996,73.09959403757342
892,"Williamson County, IL",2017,17199.0,50,362,4,11,89.34222093550171,69.85202318289635
893,"Williamson County, IL",2018,17199.0,83,588,4,10,91.73002829913497,71.8566971260037
894,"Williamson County, IL",2019,17199.0,64,441,4,11,89.88194128877876,70.37401795846753
895,"Williamson County, IL",2020,17199.0,57,375,1,3,90.66493855352695,71.24034624524285
896,"Williamson County, IL",2021,17199.0,57,437,2,5,91.10823729794848,71.34383569537731
897,"Williamson County, IL",2022,17199.0,56,520,13,52,92.16167244502505,71.54953940855705
898,"Williamson County, IL",2023,17199.0,47,368,11,79,90.91056188779659,69.7747204021257
899,"Williamson County, IL",2024,17199.0,53,413,7,16,90.73042149320756,69.44470939468707
900,"Winnebago County, IL",2016,17201.0,20,119,2,8,84.0309045232518,64.45986659991021
901,"Winnebago County, IL",2017,17201.0,13,69,0,0,80.6195267458602,61.105475766997
902,"Winnebago County, IL",2018,17201.0,29,168,2,10,83.41231529990263,63.95075756987682
903,"Winnebago County, IL",2019,17201.0,20,122,2,4,82.7607936057529,63.20736731013428
904,"Winnebago County, IL",2020,17201.0,26,162,0,0,85.43781764107023,64.41233348756647
905,"Winnebago County, IL",2021,17201.0,31,160,1,2,85.97089826681162,65.46870190958802
906,"Winnebago County, IL",2022,17201.0,18,105,1,3,83.10404305157486,63.433140670209475
907,"Winnebago County, IL",2023,17201.0,15,112,3,20,83.19538889928333,62.30602158409894
908,"Winnebago County, IL",2024,17201.0,19,107,2,8,82.86101796171239,63.0946121222113
909,"Woodford County, IL",2016,17203.0,40,246,3,11,87.74580578958884,67.65220770666195
910,"Woodford County, IL",2017,17203.0,29,154,1,3,84.70301041028145,63.79234397084419
911,"Woodford County, IL",2018,17203.0,47,314,3,8,87.21020670044474,66.58234893773235
912,"Woodford County, IL",2019,17203.0,28,188,3,9,85.38829273586246,65.24538452397515
913,"Woodford County, IL",2020,17203.0,30,199,1,1,87.45966261843775,66.89220256356376
914,"Woodford County, IL",2021,17203.0,30,194,2,9,86.65713183857969,66.82179145276709
915,"Woodford County, IL",2022,17203.0,31,213,4,19,85.97085718627648,65.59063701893255
916,"Woodford County, IL",2023,17203.0,23,180,4,28,85.4268281349425,64.06623611791264
917,"Woodford County, IL",2024,17203.0,31,193,2,13,85.59861442469123,65.36351057263235
