,County Name,Year,County FIPS,All Events,Events of EF2+,DEATHS_DIRECT,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_INDIRECT
547,ST. CLAIR,2010,163,1,0,0,0,0,0
548,ST. CLAIR,2011,163,1,0,0,0,0,0
549,ST. CLAIR,2014,163,2,0,0,0,0,0
550,ST. CLAIR,2016,163,1,0,0,0,0,0
551,ST. CLAIR,2019,163,1,0,0,0,0,0
552,ST. CLAIR,2022,163,1,0,0,0,0,0
553,ST. CLAIR,2023,163,4,0,0,0,0,0
554,ST. CLAIR,2024,163,2,0,0,0,0,0
555,STARK,2012,175,3,0,0,0,0,0
556,STARK,2016,175,1,0,0,0,0,0
557,STARK,2017,175,1,0,0,0,0,0
558,STARK,2024,175,1,0,0,0,0,0
559,STEPHENSON,2009,177,1,0,0,0,0,0
560,STEPHENSON,2010,177,1,0,0,0,0,0
561,STEPHENSON,2017,177,2,0,0,0,0,0
562,STEPHENSON,2020,177,1,0,0,0,0,0
563,STEPHENSON,2022,177,1,0,0,0,0,0
564,STEPHENSON,2023,177,1,0,0,0,0,0
565,STEPHENSON,2024,177,3,0,0,0,0,0
566,TAZEWELL,2008,179,3,0,0,0,0,0
567,TAZEWELL,2010,179,1,1,0,0,0,0
568,TAZEWELL,2013,179,2,2,3,131,0,0
569,TAZEWELL,2015,179,2,1,0,1,1,0
570,TAZEWELL,2017,179,2,1,0,0,0,0
571,TAZEWELL,2018,179,1,0,0,0,0,0
572,TAZEWELL,2019,179,3,0,0,0,0,0
573,TAZEWELL,2020,179,2,0,0,0,0,0
574,TAZEWELL,2023,179,2,0,0,0,0,0
575,TAZEWELL,2024,179,3,0,0,0,0,0
576,UNION,2007,181,1,0,0,0,0,0
577,UNION,2008,181,1,0,0,0,0,0
578,UNION,2011,181,1,0,0,0,0,0
579,UNION,2012,181,1,1,0,0,0,0
580,UNION,2014,181,3,0,0,0,0,0
581,UNION,2018,181,2,0,0,0,0,0
582,UNION,2020,181,1,0,0,0,0,0
583,UNION,2024,181,1,0,0,0,0,0
584,VERMILION,2009,183,4,0,0,0,0,0
585,VERMILION,2010,183,3,0,0,0,0,0
586,VERMILION,2011,183,3,0,0,0,0,0
587,VERMILION,2012,183,2,0,0,0,0,0
588,VERMILION,2013,183,3,2,0,1,0,0
589,VERMILION,2016,183,2,0,0,0,0,0
590,VERMILION,2017,183,1,0,0,0,0,0
591,VERMILION,2019,183,2,0,0,0,0,0
592,VERMILION,2021,183,1,0,0,0,0,0
593,VERMILION,2023,183,1,0,0,0,0,0
594,VERMILION,2024,183,2,0,0,0,0,0
595,WABASH,2010,185,2,0,0,0,0,0
596,WABASH,2011,185,2,1,0,0,0,0
597,WABASH,2013,185,2,1,0,1,0,0
598,WABASH,2022,185,1,1,0,0,0,0
599,WABASH,2024,185,1,0,0,0,0,0
600,WARREN,2009,187,1,0,0,0,0,0
601,WARREN,2015,187,4,2,0,1,0,0
602,WARREN,2016,187,2,0,0,0,0,0
603,WARREN,2021,187,1,0,0,0,0,0
604,WARREN,2022,187,2,0,0,0,0,0
605,WARREN,2024,187,1,0,0,0,0,0
606,WASHINGTON,2009,189,3,1,0,0,0,0
607,WASHINGTON,2011,189,2,1,0,0,0,0
608,WASHINGTON,2012,189,1,0,0,1,0,0
609,WASHINGTON,2013,189,2,1,2,2,0,0
610,WASHINGTON,2021,189,1,0,0,0,0,0
611,WASHINGTON,2023,189,1,0,0,0,0,0
612,WAYNE,2009,191,3,1,0,1,0,0
613,WAYNE,2011,191,1,1,0,2,0,0
614,WAYNE,2013,191,3,1,0,0,0,0
615,WAYNE,2014,191,2,0,0,0,0,0
616,WAYNE,2015,191,1,0,0,0,0,0
617,WAYNE,2021,191,1,0,0,0,0,0
618,WAYNE,2022,191,1,0,0,0,0,0
619,WAYNE,2024,191,1,0,0,0,0,0
620,WHITE,2011,193,2,1,0,0,0,0
621,WHITE,2012,193,2,1,0,0,0,0
622,WHITE,2014,193,1,0,0,0,0,0
623,WHITE,2015,193,2,0,0,0,0,0
624,WHITE,2017,193,1,1,1,1,0,0
625,WHITE,2018,193,2,0,0,0,0,0
626,WHITE,2022,193,1,0,0,0,0,0
627,WHITE,2024,193,2,0,0,0,0,0
628,WHITESIDE,2013,195,1,0,0,0,0,0
629,WHITESIDE,2015,195,5,0,0,0,0,0
630,WHITESIDE,2016,195,1,0,0,0,0,0
631,WHITESIDE,2017,195,4,0,0,0,0,0
632,WHITESIDE,2020,195,6,0,0,0,0,0
633,WHITESIDE,2022,195,1,0,0,0,0,0
634,WHITESIDE,2023,195,3,0,0,0,0,0
635,WHITESIDE,2024,195,1,0,0,0,0,0
636,WILL,2007,197,2,0,0,0,0,0
637,WILL,2008,197,5,4,0,6,0,0
638,WILL,2010,197,1,1,0,2,0,0
639,WILL,2013,197,4,2,0,0,0,0
640,WILL,2014,197,1,0,0,0,0,0
641,WILL,2015,197,4,1,0,0,0,0
642,WILL,2017,197,1,0,0,0,0,0
643,WILL,2018,197,3,0,0,0,0,0
644,WILL,2019,197,2,0,0,0,0,0
645,WILL,2020,197,2,0,0,0,0,0
646,WILL,2021,197,3,0,0,0,0,0
647,WILL,2022,197,3,0,0,0,0,0
648,WILL,2023,197,8,0,0,0,0,0
649,WILL,2024,197,7,1,0,4,0,0
650,WILLIAMSON,2009,199,1,0,0,0,0,0
651,WILLIAMSON,2012,199,1,1,0,0,0,0
652,WILLIAMSON,2013,199,1,0,0,0,0,0
653,WILLIAMSON,2014,199,1,0,0,0,0,0
654,WILLIAMSON,2017,199,2,0,0,0,0,0
655,WILLIAMSON,2018,199,4,0,0,0,0,0
656,WILLIAMSON,2024,199,4,1,0,0,0,0
657,WINNEBAGO,2010,201,1,1,0,6,0,0
658,WINNEBAGO,2011,201,3,0,0,0,0,0
659,WINNEBAGO,2015,201,1,0,0,0,0,0
660,WINNEBAGO,2017,201,2,0,0,0,0,0
661,WINNEBAGO,2020,201,2,0,0,0,0,0
662,WINNEBAGO,2023,201,3,0,0,0,0,0
663,WINNEBAGO,2024,201,2,0,0,0,0,0
664,WOODFORD,2008,203,1,0,0,0,0,0
665,WOODFORD,2010,203,1,1,0,0,0,0
666,WOODFORD,2012,203,3,0,0,0,0,0
667,WOODFORD,2013,203,1,1,0,4,0,0
668,WOODFORD,2014,203,1,0,0,0,0,0
669,WOODFORD,2017,203,1,1,0,0,0,0
670,WOODFORD,2019,203,1,0,0,0,0,0
671,WOODFORD,2020,203,1,0,0,0,0,0
672,WOODFORD,2021,203,3,0,0,0,0,0
673,WOODFORD,2023,203,1,0,0,0,0,0
674,WOODFORD,2024,203,4,0,0,0,0,0
