,State Name,county Name,State Code,County Code,Month,Avg AQI,Avg Min AQI,Avg Max AQI,Avg Days AQI >50,Avg Days AQI >100,Total Days AQI >50,Total Days AQI >100,Monthly Mode DP (AQI>50),Monthly Mode DP (AQI>100)
250,Illinois,Will,17,197,7,52.79438470728793,33.22222222222222,94.55555555555556,16.0,0.6666666666666666,144.0,6.0,PM2.5,PM2.5
251,Illinois,Will,17,197,8,50.700588837685615,28.444444444444443,73.22222222222223,16.88888888888889,0.0,152.0,0.0,PM2.5,
252,Illinois,Will,17,197,9,45.18518518518519,24.88888888888889,70.55555555555556,10.777777777777779,0.0,97.0,0.0,PM2.5,
253,Illinois,Will,17,197,10,42.03942652329749,21.22222222222222,66.44444444444444,9.444444444444445,0.0,85.0,0.0,PM2.5,
254,Illinois,Will,17,197,11,43.7,19.0,68.0,12.88888888888889,0.0,116.0,0.0,PM2.5,
255,Illinois,Will,17,197,12,46.39976105137396,17.77777777777778,73.77777777777777,15.11111111111111,0.0,136.0,0.0,PM2.5,
256,Illinois,Winnebago,17,201,1,41.2225960944259,18.7,74.6,10.5,0.0,105.0,0.0,PM2.5,
257,Illinois,Winnebago,17,201,2,42.42563793103448,19.0,73.4,9.2,0.0,92.0,0.0,PM2.5,
258,Illinois,Winnebago,17,201,3,43.122150537634404,25.8,67.9,8.7,0.0,87.0,0.0,PM2.5,
259,Illinois,Winnebago,17,201,4,45.31,28.3,75.7,8.4,0.2,84.0,2.0,PM2.5,Ozone
260,Illinois,Winnebago,17,201,5,48.72617866004963,28.0,87.5,10.3,0.6,103.0,6.0,Ozone,Ozone
261,Illinois,Winnebago,17,201,6,58.33,29.1,108.7,14.6,1.7,146.0,17.0,Ozone,Ozone
262,Illinois,Winnebago,17,201,7,48.46594982078853,27.666666666666668,83.0,11.777777777777779,0.4444444444444444,106.0,4.0,PM2.5,PM2.5
263,Illinois,Winnebago,17,201,8,45.40501792114695,25.555555555555557,67.77777777777777,10.222222222222221,0.0,92.0,0.0,PM2.5,
264,Illinois,Winnebago,17,201,9,41.89917695473251,19.11111111111111,73.77777777777777,8.555555555555555,0.3333333333333333,77.0,3.0,PM2.5,Ozone
265,Illinois,Winnebago,17,201,10,38.351254480286734,19.77777777777778,62.111111111111114,7.555555555555555,0.0,68.0,0.0,PM2.5,
266,Illinois,Winnebago,17,201,11,39.16015749969238,15.0,68.55555555555556,8.88888888888889,0.0,80.0,0.0,PM2.5,
267,Illinois,Winnebago,17,201,12,40.42210608984803,16.666666666666668,66.77777777777777,10.88888888888889,0.0,98.0,0.0,PM2.5,
