,County Name,Year,Month,County FIPS,All Events,Events of EF2+,DEATHS_DIRECT,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_INDIRECT
729,WABASH,2024,5,185,1,0,0,0,0,0
730,WARREN,2009,5,187,1,0,0,0,0,0
731,WARREN,2015,7,187,3,2,0,1,0,0
732,WARREN,2015,12,187,1,0,0,0,0,0
733,WARREN,2016,3,187,1,0,0,0,0,0
734,WARREN,2016,5,187,1,0,0,0,0,0
735,WARREN,2021,8,187,1,0,0,0,0,0
736,WARREN,2022,5,187,2,0,0,0,0,0
737,WARREN,2024,3,187,1,0,0,0,0,0
738,WASHINGTON,2009,3,189,3,1,0,0,0,0
739,WASHINGTON,2011,2,189,2,1,0,0,0,0
740,WASHINGTON,2012,9,189,1,0,0,1,0,0
741,WASHINGTON,2013,11,189,2,1,2,2,0,0
742,WASHINGTON,2021,10,189,1,0,0,0,0,0
743,WASHINGTON,2023,4,189,1,0,0,0,0,0
744,WAYNE,2009,3,191,3,1,0,1,0,0
745,WAYNE,2011,4,191,1,1,0,2,0,0
746,WAYNE,2013,7,191,1,0,0,0,0,0
747,WAYNE,2013,11,191,2,1,0,0,0,0
748,WAYNE,2014,6,191,2,0,0,0,0,0
749,WAYNE,2015,12,191,1,0,0,0,0,0
750,WAYNE,2021,5,191,1,0,0,0,0,0
751,WAYNE,2022,3,191,1,0,0,0,0,0
752,WAYNE,2024,3,191,1,0,0,0,0,0
753,WHITE,2011,4,193,2,1,0,0,0,0
754,WHITE,2012,1,193,1,1,0,0,0,0
755,WHITE,2012,3,193,1,0,0,0,0,0
756,WHITE,2014,4,193,1,0,0,0,0,0
757,WHITE,2015,6,193,1,0,0,0,0,0
758,WHITE,2015,12,193,1,0,0,0,0,0
759,WHITE,2017,2,193,1,1,1,1,0,0
760,WHITE,2018,4,193,1,0,0,0,0,0
761,WHITE,2018,6,193,1,0,0,0,0,0
762,WHITE,2022,3,193,1,0,0,0,0,0
763,WHITE,2024,4,193,1,0,0,0,0,0
764,WHITE,2024,5,193,1,0,0,0,0,0
765,WHITESIDE,2013,5,195,1,0,0,0,0,0
766,WHITESIDE,2015,4,195,2,0,0,0,0,0
767,WHITESIDE,2015,6,195,2,0,0,0,0,0
768,WHITESIDE,2015,7,195,1,0,0,0,0,0
769,WHITESIDE,2016,3,195,1,0,0,0,0,0
770,WHITESIDE,2017,2,195,1,0,0,0,0,0
771,WHITESIDE,2017,3,195,1,0,0,0,0,0
772,WHITESIDE,2017,5,195,1,0,0,0,0,0
773,WHITESIDE,2017,7,195,1,0,0,0,0,0
774,WHITESIDE,2020,3,195,1,0,0,0,0,0
775,WHITESIDE,2020,5,195,1,0,0,0,0,0
776,WHITESIDE,2020,7,195,1,0,0,0,0,0
777,WHITESIDE,2020,11,195,3,0,0,0,0,0
778,WHITESIDE,2022,3,195,1,0,0,0,0,0
779,WHITESIDE,2023,3,195,1,0,0,0,0,0
780,WHITESIDE,2023,4,195,1,0,0,0,0,0
781,WHITESIDE,2023,7,195,1,0,0,0,0,0
782,WHITESIDE,2024,5,195,1,0,0,0,0,0
783,WILL,2007,4,197,1,0,0,0,0,0
784,WILL,2007,8,197,1,0,0,0,0,0
785,WILL,2008,6,197,4,4,0,6,0,0
786,WILL,2008,8,197,1,0,0,0,0,0
787,WILL,2010,10,197,1,1,0,2,0,0
788,WILL,2013,6,197,1,0,0,0,0,0
789,WILL,2013,11,197,3,2,0,0,0,0
790,WILL,2014,6,197,1,0,0,0,0,0
791,WILL,2015,6,197,2,1,0,0,0,0
792,WILL,2015,8,197,1,0,0,0,0,0
793,WILL,2015,9,197,1,0,0,0,0,0
794,WILL,2017,6,197,1,0,0,0,0,0
795,WILL,2018,6,197,2,0,0,0,0,0
796,WILL,2018,8,197,1,0,0,0,0,0
797,WILL,2019,1,197,1,0,0,0,0,0
798,WILL,2019,5,197,1,0,0,0,0,0
799,WILL,2020,5,197,1,0,0,0,0,0
800,WILL,2020,8,197,1,0,0,0,0,0
801,WILL,2021,6,197,2,0,0,0,0,0
802,WILL,2021,10,197,1,0,0,0,0,0
803,WILL,2022,7,197,3,0,0,0,0,0
804,WILL,2023,2,197,1,0,0,0,0,0
805,WILL,2023,3,197,2,0,0,0,0,0
806,WILL,2023,7,197,5,0,0,0,0,0
807,WILL,2024,7,197,7,1,0,4,0,0
808,WILLIAMSON,2009,5,199,1,0,0,0,0,0
809,WILLIAMSON,2012,2,199,1,1,0,0,0,0
810,WILLIAMSON,2013,10,199,1,0,0,0,0,0
811,WILLIAMSON,2014,4,199,1,0,0,0,0,0
812,WILLIAMSON,2017,2,199,1,0,0,0,0,0
813,WILLIAMSON,2017,4,199,1,0,0,0,0,0
814,WILLIAMSON,2018,4,199,3,0,0,0,0,0
815,WILLIAMSON,2018,6,199,1,0,0,0,0,0
816,WILLIAMSON,2024,4,199,2,1,0,0,0,0
817,WILLIAMSON,2024,5,199,2,0,0,0,0,0
818,WINNEBAGO,2010,11,201,1,1,0,6,0,0
819,WINNEBAGO,2011,5,201,3,0,0,0,0,0
820,WINNEBAGO,2015,4,201,1,0,0,0,0,0
821,WINNEBAGO,2017,6,201,2,0,0,0,0,0
822,WINNEBAGO,2020,8,201,2,0,0,0,0,0
823,WINNEBAGO,2023,3,201,3,0,0,0,0,0
824,WINNEBAGO,2024,7,201,2,0,0,0,0,0
825,WOODFORD,2008,6,203,1,0,0,0,0,0
826,WOODFORD,2010,6,203,1,1,0,0,0,0
827,WOODFORD,2012,9,203,3,0,0,0,0,0
828,WOODFORD,2013,11,203,1,1,0,4,0,0
829,WOODFORD,2014,5,203,1,0,0,0,0,0
830,WOODFORD,2017,2,203,1,1,0,0,0,0
831,WOODFORD,2019,5,203,1,0,0,0,0,0
832,WOODFORD,2020,5,203,1,0,0,0,0,0
833,WOODFORD,2021,10,203,3,0,0,0,0,0
834,WOODFORD,2023,3,203,1,0,0,0,0,0
835,WOODFORD,2024,7,203,4,0,0,0,0,0
